 	Marika	tu	hai	mangiato	</S>
a8	2.248103115e-06	0.61136425	0.0121807144	0.292381688	0.08407114
a31	1.96303507833e-06	0.842024716667	0.0108970119433	0.113370858487	0.0337054906667
a24	7.1026076611e-07	0.947076152222	0.00369577883777	0.0378649313257	0.0113624374922
a31	8.2770552887e-06	0.948844117407	0.0144808013259	0.0242917397852	0.0123751004341
a28	1.07990471696e-05	0.880465525802	0.0244070737753	0.0746557145951	0.0204609308114
a31	3.6459084332e-06	0.625001778601	0.0166944263918	0.273079461532	0.0852206996038
a3	1.23817513738e-06	0.277441706434	0.00776848692393	0.557850443844	0.156938143201
a18	4.12760322602e-07	0.097351166378	0.00264019684131	0.763237364615	0.1367708944
a31	1.37587030086e-07	0.0356993906127	0.00090679282617	0.654500198205	0.3088935248
a23	4.58623455299e-08	0.0120996697309	0.000302608676123	0.566539592735	0.421058108267
a31	1.52874486235e-08	0.00404333569613	0.000100916054199	0.464763240912	0.531092486089
a20	5.09581785741e-09	0.0013485213247	3.3642840517e-05	0.323479103637	0.675138698696
</S>	2.54791139483e-09	0.000674393682585	1.6827003198e-05	0.378706121818	0.620602629348
