 	stava	ancora	cucinando	</S>
a8	0.009282047335	0.248516661	0.11030409	0.63189722
a46	0.00960625841167	0.143367034333	0.108637578	0.738389123333
a24	0.00353771399089	0.0976499167777	0.0410266973	0.857785637778
a37	0.00118509352693	0.0379358203926	0.0147280461667	0.946151015926
a20	0.000395296430717	0.0140245840742	0.0053259483789	0.980254161975
a31	0.000131766261822	0.00479487431473	0.00183941811763	0.993233943992
a37	4.39222909986e-05	0.00162735657058	0.000635953583543	0.997692791331
a31	1.46409829576e-05	0.00055561830686	0.000219026895181	0.999210750444
a20	4.88083024971e-06	0.00019553809362	7.6183194627e-05	0.999723416815
a31	1.62727375741e-06	6.65889446733e-05	2.62576675423e-05	0.999905538938
a6	5.42519610511e-07	2.41790762578e-05	1.04759675474e-05	0.999964812979
a31	1.80918858886e-07	9.5099078126e-06	5.3827507158e-06	0.99998493766
a20	6.03455696947e-08	3.33083768087e-06	2.74906520527e-06	0.99999181883
a46	2.01548762068e-08	1.35637307696e-06	3.95996366842e-06	0.999993982943
a31	6.71882944862e-09	6.3871916232e-07	4.17119538947e-06	0.999994937648
</S>	3.35949125599e-09	3.5465238616e-07	2.67824759473e-06	0.999996818824
