 	sto	ancora	cucinando	</S>
a20	0.00184541704	0.1814785575	0.11252123	0.7041548
a31	0.191999185013	0.1725704335	0.110396124333	0.525034266667
a37	0.254260551754	0.0676952201667	0.0424397602777	0.635604512222
a20	0.0848477188364	0.0295581203889	0.0199155890259	0.865678627407
a31	0.0282966616215	0.0284955647963	0.0127378841086	0.930469932469
a30	0.00944608177093	0.0263906094844	0.00839307794953	0.955770234156
a46	0.00314871075764	0.00880393660513	0.00295931203651	0.985088021385
a31	0.00104958873047	0.00294617902538	0.0011653636055	0.994838863795
a39	0.000349868318126	0.000990690100927	0.000533376386167	0.998126067932
a15	0.00011662681653	0.000331328107576	0.000297355609722	0.999254689311
a20	3.88775323984e-05	0.000111257936969	0.000229592794907	0.99962027977
a22	1.29604022129e-05	3.7247917263e-05	0.000115095333302	0.999834723257
a31	4.32043488926e-06	1.24819835157e-05	0.000243265751101	0.999739954419
a46	1.44014659043e-06	4.25227920323e-06	0.000697486097034	0.999296834806
</S>	7.20075108121e-07	2.20947645162e-06	0.000984146198517	0.999012942403
