 	voglio	che	Maria	venga	domani	</S>
a20	6.46481575e-09	0.00790472417	0.487372255	0.0343698535	0.463807036	0.00654615325
a21	4.9250456266e-09	0.00789779910333	0.796040031667	0.0375107208333	0.156141930967	0.00240953988333
a31	1.6422948122e-09	0.00271247332778	0.913675660556	0.0304325066111	0.052289146949	0.000890261937777
a37	5.48042153664e-10	0.000929459075027	0.938833103519	0.0422865168704	0.0175675837997	0.000383358622592
a31	1.94417897418e-10	0.000318045106109	0.745507611173	0.247638275623	0.00631374705657	0.000222323874864
a35	7.6666221096e-11	0.000113259544893	0.384551750391	0.600208645208	0.0148308249855	0.000295553845621
a31	3.17367509887e-11	3.77546030297e-05	0.14890723113	0.595445301736	0.255090158329	0.000519613355207
a20	1.66408305732e-11	1.25854782552e-05	0.056708403365	0.318703392579	0.621738452776	0.00283722000507
a31	5.56597460473e-12	4.19516824484e-06	0.01913540971	0.143999114526	0.827689550925	0.00917173966836
a18	1.86981845701e-12	1.39839521864e-06	0.00659983489767	0.0620461421753	0.910655106975	0.0206975348895
a31	6.23639064447e-13	4.66132322019e-07	0.00221476618156	0.0297412094918	0.879572878992	0.0884707372965
a3	2.08153604111e-13	1.5537773087e-07	0.000750676708087	0.0131239741306	0.847280946331	0.138844282432
a13	6.93901171644e-14	5.17926697054e-08	0.000251747636029	0.00795936474353	0.887283248777	0.104505569477
a37	2.31315689858e-14	1.72642703446e-08	8.44816341207e-05	0.00399042720784	0.910577202926	0.085347840159
a46	7.71217421363e-15	5.75476796213e-09	2.83296915179e-05	0.00156084246928	0.821431420975	0.17697939172
a31	2.57165270961e-15	1.91825973465e-09	1.0206924306e-05	0.000786521576427	0.637601350325	0.36160192724
a18	8.5792824767e-16	6.39423334946e-10	4.09602825867e-06	0.000537592572142	0.618708260108	0.38075005908
a46	2.87432364723e-16	2.13146592745e-10	2.06003680956e-06	0.000580080734047	0.613943306703	0.38547454636
</S>	1.45304851812e-16	1.06578544029e-10	1.94657225478e-06	0.000678178332024	0.530045883352	0.46927397318
