 	non	aveva	dove	aveva	per	stare	</S>
a7	0.00016431172325	5.8663147e-05	0.0412414305	0.1644001635	0.35109023	0.09817604	0.34486921
a31	0.00017615213325	5.50677336667e-05	0.0534608978333	0.157094684833	0.445035986667	0.074671076	0.269506176667
a29	0.00017983440175	3.63377664056e-05	0.0404827174111	0.0592341392777	0.539095215556	0.038694685	0.322277082222
a19	6.01550850226e-05	1.2224671545e-05	0.0153505370311	0.0228043093406	0.602148505185	0.026510136	0.333114117407
a46	2.00522385844e-05	4.07494490889e-06	0.00511748222098	0.00761842015087	0.676907051728	0.0193433913333	0.290989522469
a31	6.68451965836e-06	1.35863105511e-06	0.00170655941593	0.00254921838716	0.670966467243	0.0462927504444	0.278476984156
a38	2.22849486571e-06	4.53146433177e-07	0.000569261810511	0.000851012052023	0.456507069081	0.0766220934815	0.465447901385
a31	7.42840814102e-07	1.5104993614e-07	0.000189754728837	0.000283732088016	0.214401573027	0.0663753144938	0.718748747128
a20	2.47670801761e-07	5.03514616259e-08	6.32523085112e-05	9.45970980333e-05	0.0886836486757	0.0394601248313	0.871698082376
a31	8.26108707752e-08	1.67843753665e-08	2.1084165805e-05	3.15403920129e-05	0.0401789661919	0.0200609739438	0.939707327459
a0	2.75449810926e-08	5.59495503315e-09	7.02809255577e-06	1.05209144474e-05	0.023218704364	0.0174455736479	0.95931812582
a31	9.19183132153e-09	1.86554598559e-09	2.34328894596e-06	3.51778865747e-06	0.0254609091213	0.0283773225493	0.946155875273
a46	3.06935438951e-09	6.22518266587e-10	7.81798437087e-07	1.18117766749e-06	0.0257767833738	0.0490234821831	0.925197741758
a18	1.02606924364e-09	2.07846356166e-10	2.60744886685e-07	4.0021136163e-07	0.0213177322913	0.0887115773944	0.889970003919
</S>	5.1448311102e-10	1.04076196103e-10	1.30383484227e-07	2.02990633515e-07	0.0164385338957	0.112206038697	0.87135508696
