 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a31	7.61808e-06	0.00020321445084	0.000480500791	0.0113442619205	0.010155189105	0.81554508	0.07984662875	0.0068227605	0.01336394905	0.005126757175	0.057104011
a17	2.6900995599e-06	6.7747726408e-05	0.0001660447255	0.0038130225005	0.003435401695	0.875434813333	0.05396939675	0.0153047258333	0.0147677451167	0.005601473825	0.0274368826667
a31	4.9090334132e-06	2.5229794704e-05	0.000108252029667	0.00136367998017	0.00184991182167	0.652278511111	0.233962833583	0.0421093866111	0.0108375544722	0.0220493365417	0.0354103475556
a17	5.83343837107e-06	1.8936717568e-05	0.000715599086556	0.00190534356006	0.00296681527389	0.321811588704	0.501196511194	0.058245645537	0.0085281831574	0.0335605785139	0.0710449625185
a20	2.13944064236e-06	1.50999225227e-05	0.000985995895519	0.00255314255335	0.0041765870913	0.169054421235	0.584442783731	0.058680917179	0.00541720391913	0.030575463838	0.144096247506
a8	7.4782303612e-07	8.0115698409e-06	0.00101219799851	0.00205008228445	0.00305325171377	0.098436753745	0.425202381244	0.083643664393	0.010811997173	0.0318870006127	0.343893905835
a20	2.74315324007e-07	4.74361652493e-06	0.000913047884503	0.00148763354482	0.00123231571459	0.069684657915	0.253171583748	0.112086714798	0.0190951110577	0.0217742403709	0.520549701945
a31	1.0962409833e-06	4.03696860863e-05	0.00279369847983	0.00261867073161	0.00121615336486	0.0937149726383	0.181524724583	0.175773761599	0.148502967019	0.0099915528903	0.383822084982
a46	1.37669556977e-06	5.22847852121e-05	0.00364732615994	0.0038510561772	0.00121947644162	0.254750514213	0.130916411528	0.217554213866	0.238876759006	0.00392393730677	0.145206681661
a31	6.0330070859e-07	2.81938619207e-05	0.00373835755331	0.00461415682573	0.00086560900054	0.314094851404	0.0869625285093	0.167179264622	0.340800303002	0.00171845154559	0.0799976962203
a35	3.4002032043e-07	2.01251857557e-05	0.00356978180977	0.00406333310858	0.00070226935018	0.230459137135	0.0464747341698	0.160566681541	0.493687134334	0.00091942669853	0.0595370684068
a33	1.14851029977e-07	6.7169532097e-06	0.00123604949426	0.00155416181719	0.000246835110727	0.151420117712	0.0290819311899	0.15682569718	0.569562911445	0.00045376314951	0.0896117091356
a8	3.86687786247e-08	2.24519930141e-06	0.000419405419363	0.000530775790597	8.4180919009e-05	0.0557764546707	0.0123218677633	0.109749230727	0.587369320482	0.000286517819837	0.233459953045
a24	1.28948961759e-08	7.48436160414e-07	0.000140020737086	0.000178580785068	2.85306961685e-05	0.0199318347356	0.00538280506143	0.0653148482423	0.406841680161	0.000135798622583	0.502045151015
a27	4.29871801241e-09	2.49478729105e-07	4.66856912887e-05	5.95344539807e-05	9.51025526748e-06	0.00673315943387	0.00180320121831	0.0262982377474	0.42670609672	4.53096129093e-05	0.538298010338
a31	1.43375522194e-09	8.31613245947e-08	1.61013268676e-05	2.48014032826e-05	3.40843682161e-06	0.00313303748796	0.000628687756937	0.0122943925491	0.42604363224	1.62608658478e-05	0.557839596779
