 	volevo	Maria	domani	di	venire	da	me	</S>
a20	5.02660916e-05	0.00129022865	0.0128449132	0.44767502986	0.00076842924	0.0469344895	0.173085028	0.317351617
a24	5.13809686e-05	0.000549112456667	0.0230679487333	0.755876799953	0.000765659102767	0.0312499722667	0.069599325	0.118839800333
a31	0.000945850182267	0.000296251235556	0.0219175204111	0.850002723318	0.000258167114356	0.0176187968556	0.038742134	0.0702185654443
a17	0.00124187954579	0.000166629928185	0.0110146968704	0.822055851106	9.05542659187e-05	0.0454303522852	0.0460106133333	0.0739894591481
a31	0.000414161661941	6.5821420395e-05	0.00455456943013	0.582523393702	0.000108078655773	0.152843979095	0.124219327778	0.135270725049
a37	0.000138240215647	2.70159667882e-05	0.00162336419083	0.253990845477	0.000112294698558	0.417962586365	0.180136032593	0.14600965835
a10	4.60800719245e-05	9.00542911577e-06	0.000541365988653	0.085173157359	3.83254699527e-05	0.691464195455	0.147899720864	0.07482817845
a31	1.5360190755e-05	8.89163723508e-06	0.000963035313811	0.0292260096097	1.88269284509e-05	0.531689292818	0.222361966955	0.215716651817
a20	5.12023034958e-06	8.85368911898e-06	0.001103557229	0.0103736597761	1.18610328836e-05	0.282301498606	0.374400728985	0.331794730606
a33	1.70674346029e-06	2.95126430077e-06	0.000367956146874	0.00346020203547	4.15777122787e-06	0.189113015869	0.334035349662	0.473014690202
a20	5.68914493896e-07	9.83788904997e-07	0.000122755564673	0.00115549765163	1.49628635062e-06	0.0863548359563	0.348397823221	0.563966116734
a31	1.89638202952e-07	3.27934259844e-07	4.09345495514e-05	0.000385290203268	5.06290018447e-07	0.0491645476654	0.318587201074	0.631821042245
a5	6.32128358633e-08	1.0933787964e-07	1.36642274981e-05	0.000128826952339	5.55638899722e-07	0.0960788139018	0.299272460358	0.604505510748
a17	2.10715598398e-08	3.64777190827e-08	4.55886648493e-06	4.32774594463e-05	5.72341926374e-07	0.113629209301	0.422936706786	0.463385650249
a11	7.02446755673e-09	1.21708368494e-08	1.52059699511e-06	1.44979518054e-05	1.91650994558e-07	0.0453647904337	0.463737522262	0.490881503416
a10	2.34201869551e-09	4.0918999256e-09	5.09201738337e-07	4.92120491513e-06	2.26786190819e-07	0.0651999361446	0.527961007421	0.406833411139
a31	7.81165269388e-10	1.4412780852e-09	2.16917642512e-07	2.18773299504e-06	2.37980256044e-07	0.0663463396615	0.377129508474	0.556521507046
a24	2.61025802781e-10	5.29756477067e-10	1.17951604871e-07	1.22608626268e-06	7.94856152657e-08	0.0239673585005	0.202882402158	0.773148782349
a46	8.7678057447e-11	1.85046476022e-10	4.1098856457e-08	4.46241545227e-07	2.69049259186e-08	0.0102568878335	0.177300820719	0.812441744116
a20	2.93436706723e-11	6.5196461284e-11	1.49218326869e-08	1.66718586129e-07	9.23575548253e-09	0.00392156501783	0.154308653573	0.841769598039
a31	9.84937749143e-12	2.18707000147e-11	4.9812316839e-09	5.59447098963e-08	3.08625245918e-09	0.00138165043161	0.112762071191	0.88585623268
a20	3.30210034548e-12	7.39723392157e-12	1.66937842563e-09	1.91904540654e-08	1.03648111839e-09	0.00067474334287	0.081536890397	0.91778835756
a31	1.11255025816e-12	2.62615804719e-12	5.90149245877e-10	7.0657757218e-09	3.50109143063e-10	0.000432022865957	0.068849011799	0.930718989187
</S>	5.6364196708e-13	1.4466512236e-12	3.40264062938e-10	4.2322034609e-09	1.75687986932e-10	0.000226489790479	0.0432416283995	0.956531929593
