 	voglio	che	Maria	che	venga	domani	</S>
a8	4.38628827375e-06	0.02326799525	0.14790967	0.14925997575	0.178473999	0.4838375085	0.0172464735
a31	4.38791490115e-06	0.0229042869333	0.41960262	0.161453461917	0.201990516333	0.180489329753	0.0135554104767
a8	1.46453384413e-06	0.00768894294443	0.756635806667	0.0698806932057	0.100500374444	0.060499156151	0.00479359098223
a31	5.0041078856e-07	0.00261228725481	0.612159788889	0.119838780302	0.238677137148	0.0241328620303	0.00257867950741
a24	1.79035208903e-07	0.000890145767297	0.244486898963	0.157375556767	0.567593892383	0.0278324073434	0.00182094792247
a31	6.01156266507e-08	0.000299827120792	0.128983415654	0.092292926589	0.525444314128	0.251893290781	0.00108617322749
a46	2.04761014931e-08	0.000103094906771	0.105245389885	0.0877619831963	0.356870274709	0.449114543594	0.00090470785583
a31	6.82763012663e-09	3.4478070477e-05	0.060339135295	0.0698150041988	0.258119691903	0.610427241198	0.00126449249861
a29	2.2777987404e-09	1.15646602402e-05	0.0263111608983	0.0245777279996	0.104975122968	0.842165490399	0.0019589849662
a20	7.59266979054e-10	3.85528318319e-06	0.00993756348143	0.00931430929987	0.301776019656	0.6772456068	0.00172265238873
a0	2.53089013503e-10	1.28509513203e-06	0.00333722113435	0.00356940336996	0.385299266552	0.599527418933	0.00826537532958
a31	8.43630069562e-11	4.28365051605e-07	0.00111724853099	0.00119388925252	0.162302625951	0.729085106311	0.106300655443
a23	2.81210048998e-11	1.427883585e-07	0.00037826732013	0.00042814210004	0.0647899110837	0.79430821877	0.140095287814
a31	9.37366891509e-12	4.75961226705e-08	0.000127344114493	0.00017190306018	0.0308706758712	0.675631752923	0.293198281938
a18	3.12455653313e-12	1.5865374824e-08	4.2648067556e-05	5.792664826e-05	0.0151318661337	0.640068330974	0.344699238979
a37	1.04151946592e-12	5.2884587539e-09	1.42228851683e-05	1.98044135257e-05	0.0119985867112	0.847612310325	0.140355116326
a31	3.47173812246e-13	1.76281995396e-09	4.74206824313e-06	6.63021931857e-06	0.00655135713707	0.665168196775	0.328269113775
a20	1.15724980043e-13	5.87607070586e-10	1.58174805114e-06	2.23983320386e-06	0.00420668584569	0.580685078925	0.415104429258
a31	3.8575334994e-14	1.95869418433e-10	5.27605022713e-07	7.6347196362e-07	0.0033104249619	0.536643996308	0.460044301086
</S>	1.9287751156e-14	9.79347360394e-11	2.64019483357e-07	3.8910028531e-07	0.00177314315095	0.346634773154	0.651591450543
