 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.000376921215	0.0015066478	0.0365171395	0.154225595	0.353458534	0.1154023652	0.282836491635	0.055676305
a39	0.00029190835866	0.0010712531168	0.0334696030667	0.146670511667	0.240402894	0.169441941733	0.348872397212	0.0597795016667
a41	9.74090897167e-05	0.000357602261167	0.0113174229556	0.175145587222	0.306956124667	0.126215953911	0.229584645737	0.150325260556
a39	3.26494273422e-05	0.000122888920156	0.00405711406853	0.118952249074	0.279934308222	0.0702321359703	0.166045188579	0.360623476852
a20	1.11229255307e-05	4.5305115752e-05	0.00155979682951	0.0534943955247	0.279951759407	0.0982447133234	0.160018746193	0.406674165617
a0	3.79553537623e-06	1.61020745595e-05	0.000534474460143	0.0184069792165	0.244994881469	0.311182887774	0.149135030398	0.275725855206
a31	1.26554289065e-06	5.37622807533e-06	0.000178417045754	0.00614120035057	0.15789015549	0.598311042591	0.0881538027993	0.149318744069
a13	4.21950877053e-07	1.79662136641e-06	5.96773347056e-05	0.00205216727982	0.145105798497	0.75784382753	0.0363155848331	0.058620709023
a17	1.40711563496e-07	5.99353168853e-07	1.98948140284e-05	0.000684310854643	0.103588163166	0.836712075843	0.0190975571777	0.0398972150077
a31	4.69116556178e-08	1.99903949408e-07	6.63214853754e-06	0.000228134544805	0.042424923512	0.627953135281	0.0335538917259	0.295832978336
a3	1.56373708881e-08	6.6638883401e-08	2.21074790368e-06	7.6045516728e-05	0.0143001803573	0.546447188427	0.0359572459086	0.403217019445
a46	5.21258048056e-09	2.22148805641e-08	7.36924135255e-07	2.53487169203e-05	0.00485599069377	0.501576679476	0.0420145239695	0.451526686482
</S>	2.60633835055e-09	1.11093305903e-08	3.6846991563e-07	1.26745598185e-05	0.00247092561388	0.294527964738	0.0622014419847	0.640786608241
