 	l	ho	sentito	che	viene	</S>
a34	5.80638269e-07	1.8003800052e-05	0.00149665405	0.038140072	0.000161073832	0.960183625
a46	4.80958502333e-07	6.91273198533e-06	0.00340103325	0.052101184	7.76175086667e-05	0.944412791667
a41	4.46487211578e-07	3.20483112744e-06	0.00424874345	0.044784547	5.09413595556e-05	0.950912130556
a19	1.51141954774e-07	1.08576630687e-06	0.00188492562133	0.0300346563333	2.07979244352e-05	0.968058396852
a31	5.03900325337e-08	3.62022998266e-07	0.00068292669511	0.0626310504444	7.54276569507e-06	0.936678118951
a20	1.68060231536e-08	1.20772686276e-07	0.000277385801537	0.0707436111481	3.10299272891e-06	0.928975806317
a31	5.60328879678e-09	4.04682505922e-08	0.000122057880346	0.187124644716	1.03547234859e-06	0.812752235439
a24	1.87128639976e-09	1.40172807307e-08	7.40676354487e-05	0.237953203239	3.4629442987e-07	0.761972361813
a31	6.26013890596e-10	4.9936628339e-09	2.89001621029e-05	0.10435318208	1.15612851003e-07	0.895617760604
a23	2.08682545603e-10	1.67137858463e-09	9.85831916763e-06	0.0447245264267	3.8806688091e-08	0.955265556868
a20	6.98261358623e-11	6.5992241121e-10	3.38562249754e-06	0.0154478904609	1.4558339747e-08	0.984548698956
</S>	3.53009563312e-11	4.76725505605e-10	1.73774014127e-06	0.00774246810845	9.4716824735e-09	0.992255749478
