 	hai	già	mangiato	</S>
a38	0.00722152880874	0.00144003276635	0.8340465	0.157291977
a31	0.00786251846958	0.00162225557545	0.712753066667	0.277762172333
a20	0.00326769766653	0.000729708559483	0.692655055556	0.303347547444
a31	0.00117568649884	0.000458125177494	0.799609251852	0.198756939481
a27	0.000475657593947	0.000362341122731	0.921111750617	0.078050251827
a31	0.000161697908699	0.00012161611137	0.969512770206	0.0302039451757
a20	5.39524028127e-05	4.05960201383e-05	0.964937390069	0.0349680962919
a31	1.79882080463e-05	1.35505854661e-05	0.87475967669	0.125208783764
a39	5.99629381221e-06	4.51822788189e-06	0.568838865563	0.431150621255
a20	1.99876583861e-06	1.5061037296e-06	0.231222940188	0.768773557085
a10	6.66255846338e-07	5.02051188615e-07	0.084425005096	0.915573802362
</S>	3.33128248066e-07	2.51039001262e-07	0.042987322598	0.957012051181
