 	viene	fabbricato	</S>
a31	5.20946424e-06	0.8103319	0.189662807
a24	1.86327546e-06	0.899021056667	0.100976996333
a31	7.92256604e-06	0.779948948889	0.220043088111
a18	9.96435927e-06	0.732099122963	0.267890931037
a31	4.87306501333e-06	0.735506017654	0.264489135346
a37	3.12739445878e-06	0.663963249218	0.336033658449
a31	1.05015981359e-06	0.536420753073	0.463578229483
a20	3.53117978893e-07	0.304235777691	0.695763896494
a41	1.17726141963e-07	0.34086076923	0.659139145498
a31	3.92500415236e-08	0.301294304877	0.698705661833
a35	1.30873249615e-08	0.104571653426	0.895428310611
</S>	6.54960931125e-09	0.057474111713	0.942525840306
