 	ho	rotto	una	bottiglia	</S>
a31	6.54864912e-05	0.00040572722385	0.067026564785	0.841118335	0.0913838605
a21	6.51420359711e-05	0.000406706795483	0.201001584928	0.705772281667	0.0927542558333
a31	2.20956436615e-05	0.000389503866028	0.438572034976	0.510651093889	0.0503652742778
a35	7.89585469717e-06	0.000497560615343	0.448936778325	0.513428217963	0.0371295467593
a31	2.85415527906e-06	0.000667646798448	0.277381549442	0.683189425988	0.0387584909198
a24	1.02478317782e-06	0.000609535917883	0.154994913247	0.512227355329	0.332167130307
a37	3.420845844e-07	0.000205208722428	0.052024347329	0.43649765511	0.511272433436
a31	1.14060279945e-07	6.96282145647e-05	0.017664851753	0.69221502837	0.290050389145
a33	3.80208110182e-08	2.32137112544e-05	0.00590263391233	0.857939059457	0.136135068382
a31	1.26740726913e-08	7.73899786057e-06	0.00196933247523	0.757869816486	0.240153126794
</S>	6.33712554657e-09	3.86969402769e-06	0.00098477274729	0.613485978243	0.385525413397
