 	essendosi	vestito	</S>
a46	0.449161095	0.4426648435	0.10817406025
a31	0.731492465	0.160179029633	0.108328478083
a18	0.883260821667	0.0586346866777	0.058104411361
a31	0.936071640556	0.0272441158926	0.036684216187
a20	0.643976445185	0.120380124964	0.235643440462
a46	0.218408674728	0.230144731655	0.551446580154
a20	0.0732742320793	0.161532434785	0.765193343385
a31	0.0252133808964	0.268320069162	0.706466564462
a0	0.00912770690913	0.302994368821	0.687877904821
a46	0.00304604368208	0.103370030174	0.893583898274
a35	0.00101552274345	0.0364856879247	0.962498766091
a46	0.000338536251202	0.0127047613749	0.986956675364
a24	0.000113532488266	0.00448798607063	0.995398475121
a46	3.85297496353e-05	0.00154807633254	0.998413388374
a24	1.51333667918e-05	0.000561022040847	0.999423842791
a31	7.3305731736e-06	0.000201090610382	0.99979158093
</S>	3.6664951013e-06	0.000104271850341	0.999892040465
