 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
a33	4.01225176e-05	3.16191549e-05	6.52120325e-05	0.00021609344	0.02772001805	0.028338557	0.000263947799	0.172868285	0.28694824	0.23321851	0.2502894435
a31	3.78304534247e-05	3.03999540367e-05	2.53733864033e-05	0.000189563153333	0.00977466527667	0.016850084	9.83860177667e-05	0.157529149	0.263962006667	0.45036089	0.101141671833
a7	1.26365974691e-05	1.01553445402e-05	8.56430800777e-06	0.000525887947778	0.00338431969222	0.043960115	5.82004846889e-05	0.146056687	0.324017955556	0.441142853333	0.0408226109443
a0	4.21364995169e-06	3.3945254154e-06	2.99752943259e-06	0.000749788649259	0.00124710379074	0.062632904	5.3390921563e-05	0.195299275667	0.450980231852	0.268980571111	0.0200461006481
a31	1.40479860739e-06	1.2979383158e-06	1.73999017086e-06	0.00044365714642	0.00043395820518	0.0327470865	3.17518781877e-05	0.127063999222	0.377863957284	0.43695673037	0.0244543765494
a37	4.68509469487e-07	5.97924127611e-07	1.29093355695e-06	0.000167041549587	0.000146773849227	0.0112856586533	1.68657158626e-05	0.057871627074	0.435746732428	0.469395700123	0.0253672138498
a8	1.5616985288e-07	1.99510291981e-07	6.3953126565e-07	5.86495979757e-05	4.9882225309e-05	0.0039226924211	1.89640824209e-05	0.0354083200247	0.659554924143	0.280215796708	0.0207697646166
a37	5.20566447562e-08	6.66911033737e-08	3.8542802355e-07	2.24899928106e-05	1.79448217697e-05	0.00159054779037	1.8472630207e-05	0.0210668923416	0.775432261381	0.179721676569	0.0221291978722
a31	1.73938683243e-08	1.05408370071e-07	0.00026060650813	0.000126689013756	0.000436363504257	0.00406033503012	3.84778511357e-05	0.0144637033139	0.619478443794	0.253054596523	0.108080652624
a17	5.83962522819e-09	1.1842400069e-07	0.00034833048111	0.000161574718069	0.000658451844752	0.00894619267671	4.61227858119e-05	0.0133496849713	0.547203464598	0.294574203841	0.134711889208
a37	1.94656176449e-09	3.96308276e-08	0.000117560802137	5.40712353797e-05	0.000353733911584	0.0095935846589	1.7166065304e-05	0.0137022786571	0.747015251533	0.14129475828	0.0878516194027
a31	6.49496282335e-10	1.50209971033e-08	0.000102219270746	5.03806476666e-05	0.000514523123861	0.00686064755297	6.06932385467e-06	0.00712934450903	0.519025070478	0.0697998244267	0.396511931134
a14	2.17147600385e-10	7.1605283011e-09	0.000106223520915	4.93460595889e-05	0.000778975107954	0.0176802444177	2.27467209156e-06	0.00606183612634	0.404233060126	0.0656451778089	0.505442883711
a3	7.23947656631e-11	2.88819620037e-09	4.71029116383e-05	1.66876691933e-05	0.000542289172651	0.0222723508059	8.96613581853e-07	0.00640318727545	0.420221606709	0.0872165792696	0.46327933457
a11	2.41334416372e-11	1.08879282246e-09	1.79194448861e-05	5.56798599913e-06	0.000203899286217	0.010062141102	3.07653819684e-07	0.00310738915848	0.208531090236	0.0624053320899	0.715666364857
a35	8.04562237363e-12	3.8093641982e-10	6.29564034537e-06	1.86203916541e-06	7.0911429839e-05	0.00373451313733	1.19049674295e-07	0.00141015520283	0.087736242412	0.0390456863633	0.867994234952
a8	2.68333159671e-12	1.39164489607e-10	2.55301485846e-06	6.34766778803e-07	2.66474910463e-05	0.00145131554911	8.72535280983e-08	0.000870253084277	0.0408045194707	0.0328160614544	0.924027924984
a23	8.95402543737e-13	6.00410262023e-11	1.44673741949e-06	2.36050957601e-07	1.41524783488e-05	0.00082777606637	9.05610726994e-08	0.000790326728092	0.0265603728236	0.0245282521515	0.947277308328
a31	2.99138247146e-13	3.03613617341e-11	1.10202938983e-06	1.236122382e-07	8.9613734496e-06	0.000515235892123	6.96452842331e-08	0.000528745376031	0.0157651548079	0.0139947847172	0.969185769443
a11	1.01103933549e-13	9.20695169114e-11	9.41437979943e-07	6.99626913533e-08	4.3049297632e-06	0.000456877370708	3.41957450777e-08	0.000604098258677	0.011841650136	0.0223496132391	0.964742373148
a10	3.69858387497e-14	1.5442446897e-10	7.00176963314e-07	2.33354726931e-08	1.71320183107e-06	0.000597839930236	1.31213400259e-08	0.00157502708623	0.043414276712	0.0501864777464	0.904223921049
a31	1.47004334299e-14	9.74776613067e-11	3.24025647771e-07	8.3444797197e-09	9.99041407023e-07	0.000424374697745	5.89571814197e-09	0.00151836464208	0.0483855578707	0.0431865622955	0.906483787016
a10	7.207144519e-14	4.04677442086e-10	7.45488705924e-07	3.47208137323e-09	1.35789836901e-06	0.00119064476691	1.09338562847e-07	0.0127577848274	0.154582164924	0.0378854371452	0.793581729005
a35	9.20289018967e-14	5.09177090529e-10	8.99648985308e-07	1.35296607441e-09	1.37852625634e-06	0.00147387260564	1.43648517949e-07	0.0165585215425	0.191063032541	0.0388469357151	0.752055209668
a20	3.33799202656e-14	2.0565783201e-10	4.79197645103e-07	5.19725290603e-10	7.33549466447e-07	0.000567277155213	4.81410301497e-08	0.0065042433475	0.0745940220803	0.0221175412384	0.896215636556
a31	1.30885779219e-14	1.02252571713e-10	3.12581193368e-07	1.93179038001e-10	3.16059529816e-07	0.000224358591738	1.62177044686e-08	0.00309857318283	0.0346404236901	0.0138572546461	0.948178702185
a20	5.16925317397e-15	4.34137276143e-11	1.31058286123e-07	8.37082809337e-11	1.62169610139e-07	8.88253789127e-05	5.44091915153e-09	0.00133750776128	0.01618184856	0.00832307178203	0.974068404062
a31	2.35027368466e-15	2.36900069498e-11	6.7331307641e-08	2.94579146779e-11	7.05014022463e-08	4.16090038709e-05	1.83500182931e-09	0.00074559538426	0.00997152712	0.00624928569868	0.982991814687
a35	9.1194958822e-16	8.48199919493e-12	3.6949324147e-08	1.76521966593e-11	8.33741160821e-08	2.61988855236e-05	6.3015949857e-10	0.000410141035253	0.00490242417333	0.00288584113756	0.991775291562
a14	8.74684696073e-16	1.29817601983e-11	3.69223383823e-08	1.24428346431e-11	7.6047439594e-08	2.85032168412e-05	2.33823027523e-10	0.000360866135084	0.00552358459111	0.00967229017919	0.984414683854
a37	1.60856183202e-15	2.47777783994e-11	2.51213826941e-08	4.3712376377e-12	2.6810939798e-08	1.97877741137e-05	8.7928296341e-11	0.000193625457695	0.00544615893037	0.0197403473931	0.974600061285
a19	1.45915139401e-15	2.10137245998e-11	1.42219711314e-08	1.6118774159e-12	1.0101305066e-08	9.9612505379e-06	3.95866096137e-11	8.1092616565e-05	0.00342839731012	0.026352231131	0.970128320428
a28	2.64771978134e-15	5.13595416666e-11	1.14853425044e-07	1.2075016753e-12	1.25926764553e-08	3.3910080846e-05	3.97933048712e-11	0.000306807236855	0.0104257580367	0.034206507377	0.955026906809
a21	8.57611846045e-15	1.04275480556e-10	1.74932085015e-07	2.2421572251e-12	4.02971291518e-08	0.000171728910282	5.35314749571e-11	0.000793571645618	0.0225851550122	0.036599724459	0.93984958227
a11	9.74736382015e-15	9.13951395187e-11	9.85558106717e-08	2.1863305417e-12	4.56195250506e-08	0.000210421210094	3.98913550524e-11	0.000715246358539	0.0185466606041	0.0251358428197	0.95539167409
a37	7.44856260672e-15	7.16634225062e-11	5.49481925572e-08	1.24185058057e-12	2.34086393502e-08	0.000112036627698	1.76361997508e-11	0.000303312200846	0.00839984996803	0.0143370262732	0.97684773803
a29	5.73793916891e-15	5.36096523354e-11	3.22796732857e-08	9.66433993523e-13	1.82123771167e-08	6.11436162327e-05	9.70330435027e-12	0.000137630359615	0.00420144765601	0.00885962240773	0.986740142677
