 	la	casa	la	costruisce	il	mastro	</S>
a20	0.00113960363896	0.00679045268625	0.011462995425	0.0546493754555	0.16630373325	0.0239297019	0.735724125
a17	0.00113965283702	0.00679172330395	0.0121161930083	0.0547409660852	0.233032284417	0.0223435333333	0.669835661667
a10	0.000379961603689	0.00226669746735	0.00510354576943	0.0184770818284	0.327402934806	0.0082751298111	0.638094673889
a24	0.000126654636733	0.0007561817883	0.00214268660648	0.00631441555147	0.504220838269	0.00337381657037	0.48306542463
a46	4.22182149814e-05	0.00025206514428	0.000794516544827	0.00212525402816	0.520139602756	0.00139039055012	0.475255961543
a8	1.40727395509e-05	8.4022257949e-05	0.000275600758942	0.000710670270543	0.392208147585	0.000595412383373	0.606112073848
a14	4.69091319863e-06	2.80074234329e-05	9.24705884433e-05	0.000236943427654	0.270785732528	0.000233080608458	0.728619077949
a31	1.56363774212e-06	9.33581315271e-06	3.16428762104e-05	7.8988925263e-05	0.158140572509	9.02320598193e-05	0.841647659316
a20	5.21212631256e-07	3.11195820446e-06	1.14136806135e-05	2.63372928453e-05	0.096724762503	3.96518432064e-05	0.903194199772
a41	1.73737590687e-07	1.03733829063e-06	4.11818724783e-06	8.78304581737e-06	0.079530178501	1.47575433755e-05	0.920440953257
a29	5.7912536344e-08	3.45793015309e-07	2.44640951594e-06	2.92950477872e-06	0.079203312167	5.46645796517e-06	0.920785421086
a31	1.93041830054e-08	1.15275206128e-07	2.47373560531e-06	9.79044928107e-07	0.105099754056	3.28580705506e-06	0.894893357029
a30	6.43475091887e-09	3.84388335082e-08	1.81441108844e-06	3.39372233569e-07	0.116585313019	5.77738995169e-06	0.883406685676
a31	2.14494018344e-09	1.28264604599e-08	7.98103456147e-07	1.254773838e-07	0.087812736673	6.03331651723e-06	0.912180275225
a28	7.14980352499e-10	4.27614995473e-09	3.84463352049e-07	5.66108655433e-08	0.0583372625577	6.12148173724e-05	0.941601071742
a31	2.38327130609e-10	1.42620422028e-09	2.62225130683e-07	3.75822585144e-08	0.0578044588526	0.000102150055791	0.942093070581
a17	7.9445922653e-11	4.98361692193e-10	3.12145099689e-06	1.60931725505e-07	0.0648114129509	0.00250993832193	0.93267533686
a20	2.6487785177e-11	1.94090630064e-10	4.6399424323e-06	2.42243715168e-07	0.0651018009836	0.00458657960731	0.930306712287
a31	8.83195672947e-12	6.9989676188e-11	2.16632260263e-06	1.25820290789e-07	0.0463537023279	0.00285121722244	0.950792770762
a20	2.94617905212e-12	2.59177412293e-11	8.6270155941e-07	4.97351559963e-08	0.032221911776	0.00168267632748	0.966094503587
a29	9.85841892207e-13	1.36255277431e-11	5.91818753137e-07	3.25718809988e-08	0.0297017179253	0.00173636160916	0.968561334529
a31	3.32886247169e-13	7.34270221437e-12	3.63787360779e-07	1.98086400496e-08	0.0230642554084	0.00107224300972	0.97586313151
</S>	1.69926954235e-13	4.11805505719e-12	1.8323374499e-07	1.00352810998e-08	0.0146171793542	0.00057349681486	0.984809115755
