 	e	che	cucino	</S>
a31	0.0002501339655	0.34731574545	0.617711205	0.0347229355
a24	0.000438855315167	0.549543761817	0.409106918333	0.0409104931667
a31	0.000482702198389	0.522024367272	0.376646392778	0.100846557722
a11	0.000312732303463	0.320293430091	0.434306817593	0.245087019241
a46	0.000112706588154	0.120941754364	0.467570339198	0.41137520308
a41	3.8868382558e-05	0.0445120778913	0.329975266399	0.625473811027
a20	1.29714432965e-05	0.0149679956838	0.208356445466	0.776662613676
a36	4.32901876063e-06	0.00513573149793	0.421167575155	0.573692401225
a31	1.4465571499e-06	0.0018343738807	0.436896718385	0.561267473742
a46	4.82413026438e-07	0.00061240855709	0.190379486128	0.809007591247
</S>	2.41544220389e-07	0.000307464581745	0.140712708064	0.858979545623
