 	io	non	ho	cosa	da	mangiare	</S>
a31	6.9914627e-05	0.002463315574	0.00843835575	0.035602456	0.334132606	0.540647675	0.0786456915
a37	6.707953469e-05	0.00246171139	0.0548570839167	0.139255730667	0.457647648667	0.295648118333	0.0500626341667
a31	2.249407507e-05	0.000917198862	0.127873914639	0.294703910222	0.350855922889	0.191909129444	0.0337174300556
a18	7.62106707667e-06	0.000409209652667	0.13507098488	0.449804983407	0.25085095763	0.143788992148	0.0200672293519
a31	1.05630852622e-05	0.00153692311622	0.113119088293	0.547919211136	0.15804950321	0.159627759716	0.019736916784
a11	1.15443583707e-05	0.00191355165041	0.0906894187643	0.607229333712	0.11409200507	0.168930759905	0.0171333893613
a37	3.86654633428e-06	0.00064879177047	0.0476941426881	0.552780957904	0.220328645023	0.164528626635	0.0140149802204
a15	1.28913555126e-06	0.000216295178583	0.0160592436918	0.296671087301	0.292689415008	0.357370518878	0.0369921617401
a39	4.29713095203e-07	7.20984727112e-05	0.00535360037185	0.105134267674	0.199173341669	0.584878539626	0.105387733913
a31	1.43237766931e-07	2.40328247424e-05	0.00178453438963	0.0352200813447	0.085261325723	0.632774713209	0.244935154638
a39	4.77459830448e-08	8.01094204688e-06	0.00059484562421	0.0118142639216	0.044778388741	0.701204337736	0.241600069213
a20	1.59154266805e-08	2.67031407516e-06	0.000198281882549	0.00396079829857	0.0324949649137	0.830787229245	0.132555996071
a24	5.30520458889e-09	8.90104701124e-07	6.60939612047e-05	0.00132102999059	0.0154891026179	0.629207943082	0.35391491069
a31	1.76842284092e-09	2.96701569315e-07	2.20313211906e-05	0.000440544214944	0.00545877609597	0.301514254361	0.69256409023
a46	5.89477075196e-10	9.89005277146e-08	7.34377572436e-06	0.000155843509028	0.00415799594199	0.370361954787	0.625316766743
a31	1.96495092699e-10	3.29668459697e-08	2.44792652547e-06	6.08106696227e-05	0.00362070594733	0.370892581596	0.625423438914
a3	6.55525309793e-11	1.09889518577e-08	8.15975595055e-07	2.03378033112e-05	0.00139836010244	0.272820743865	0.725759746305
a31	2.19049931341e-11	3.66298699122e-09	2.7199189191e-07	6.78258738307e-06	0.000623189668813	0.231250394622	0.768119382102
</S>	1.09525028336e-11	1.83149353949e-09	1.35995952446e-07	3.39408437504e-06	0.000315504056407	0.120277417311	0.879403591051
