 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a8	4.584187948e-06	1.545103705e-05	0.007313325231	0.3524563422	0.589079165	0.030208385325	0.013590117725	0.0073326545
a31	4.585600225e-06	5.17326326455e-06	0.007347889207	0.5914998374	0.350335828333	0.0315025025417	0.0136031446017	0.00570106916333
a8	1.53604677432e-06	1.7244348721e-06	0.003185215799	0.742616592467	0.235569364444	0.0120010625572	0.00459459232457	0.00202993747444
a31	5.1473811543e-07	6.68171976736e-07	0.001844068443	0.753102844156	0.206938576481	0.0219473107957	0.00670433287219	0.00946167824815
a46	1.74151827385e-07	3.16265369112e-07	0.001023642991	0.652025048052	0.251704408827	0.0694597902652	0.0102665739574	0.0155200234161
a31	5.80964859965e-08	1.20403264237e-07	0.000674795113667	0.423246823351	0.301772332942	0.255915153422	0.00793413315247	0.0104565961387
a20	1.94109877407e-08	5.49409459037e-08	0.000248911439456	0.149456580784	0.427800120981	0.411825301141	0.00489864955082	0.00577038154623
a31	6.47873270744e-09	1.90348371259e-08	9.92644287187e-05	0.0546874065947	0.580421216994	0.358732523714	0.00265627905027	0.00340328011541
a13	2.16797945451e-09	7.05995758113e-09	4.89349915396e-05	0.0208498081982	0.633775205665	0.341487267905	0.00156339980009	0.0022753772718
a17	7.22662994121e-10	2.35475836114e-09	1.69400551799e-05	0.0104924112661	0.639310291888	0.347817675968	0.000905404506697	0.0014572962906
a8	2.40888681138e-10	7.85925406213e-10	6.03207394997e-06	0.00615009532203	0.728489387296	0.261286658656	0.000587653358899	0.0034802128302
a31	8.03007089903e-11	2.62533071804e-10	2.48324190666e-06	0.00281232972401	0.830202445765	0.159310926219	0.000501923532966	0.0071699339434
a8	2.67712264062e-11	8.7705875294e-11	1.19074914555e-06	0.00124053620467	0.880394965255	0.11066013874	0.000396226264322	0.0073069564478
a20	8.92492010037e-12	2.92404070891e-11	4.72962295183e-07	0.000623375836557	0.636346351752	0.338965082913	0.000370913504774	0.0236937912826
a31	2.97630483362e-12	9.75122289743e-12	2.37959725061e-07	0.000253569383852	0.562399833917	0.384716476304	0.000314942324925	0.0523149504275
a28	9.9417473274e-13	3.25374902973e-12	1.75995011687e-07	0.000126020002617	0.626580107972	0.292435174101	0.000257838764975	0.0806007101425
a31	3.3326412197e-13	1.08491276111e-12	1.24227356229e-07	6.4263446539e-05	0.592391379324	0.257793301934	0.000211822624992	0.149539123381
a38	1.1144423287e-13	3.6192951493e-13	7.67613244097e-08	6.1148466513e-05	0.726160103108	0.0899288925447	0.000175321748331	0.183674487794
a31	3.74805735967e-14	1.20748594667e-13	5.16147601366e-08	5.41792562377e-05	0.648152744369	0.0332021638816	0.00014914573011	0.318441719265
a17	1.28675722722e-14	4.027586516e-14	3.12226563789e-08	2.40480451459e-05	0.461706688123	0.0461705749939	0.000176642224037	0.491921969755
a3	4.82428298073e-15	1.34574270277e-14	1.9601686393e-08	1.1826380882e-05	0.291284620041	0.0887479503313	0.000214071718012	0.619741469918
a10	3.47450832691e-15	4.53958525257e-15	7.915445571e-09	4.34224560733e-06	0.119134149014	0.0801419624438	0.000143448276004	0.800576089973
a20	4.88863240897e-15	1.61341454752e-15	2.87152787367e-09	1.53656298578e-06	0.0478720840047	0.0432574358146	0.000106707396668	0.908762229991
a35	3.86000485966e-15	6.2585384084e-16	1.05201081456e-09	5.43560162593e-07	0.0202863524682	0.0204934523715	0.000139961363556	0.959079676664
a37	2.80291647655e-15	4.0447775528e-16	5.8181765152e-10	2.60013668198e-07	0.0121406349561	0.0138427952238	0.000154021961185	0.973862292221
a23	2.47464291552e-15	4.09449555093e-16	4.3172961484e-10	1.86808107399e-07	0.0116586249854	0.0121547355746	0.000201897210395	0.97598454074
a20	2.33584452851e-15	3.46901078364e-16	7.1680686928e-10	1.95126457133e-07	0.00903100599513	0.0083540893582	0.000207509398132	0.982407156913
a31	2.27472273617e-15	2.47124552788e-16	8.12686117427e-10	1.77271666044e-07	0.00588691733171	0.0054821246194	0.000135638617377	0.988495118971
a0	1.26912097206e-15	1.56461927596e-16	5.46362133476e-10	1.16406015681e-07	0.00418905061057	0.00457344537313	0.000112300009126	0.991125119657
a31	8.98533350687e-16	1.09067643532e-16	4.46976752825e-10	9.12882148937e-08	0.00326928157019	0.00392955950438	8.1995268042e-05	0.992719119886
a13	5.68690743562e-16	6.20383955107e-17	3.25171425942e-10	7.41984546312e-08	0.00204023575673	0.00428487554813	9.55185376807e-05	0.993579306629
a31	4.48325812187e-16	4.54054608369e-17	2.79750570981e-10	6.69860709771e-08	0.00146060598558	0.00438055349938	0.000106618437894	0.994052118876
a39	3.53203748396e-16	3.06805549456e-17	1.66930585994e-10	4.3655781759e-08	0.00111055669519	0.00320743464979	9.9213371298e-05	0.995582739625
a17	3.27657226132e-16	2.45582816485e-17	1.30777011665e-10	3.70981944197e-08	0.000779837388397	0.0036532987166	0.000124406617099	0.995442429875
</S>	1.99451558066e-16	1.73419673243e-17	7.23017303325e-11	2.31836299599e-08	0.000576665429198	0.0034516813583	0.000152860978549	0.995818764937
