 	lo	sentii	ee	che	arrivava	</S>
a15	0.000274101755	0.00741747882	0.00016601155	0.420049565	0.0086061895	0.563486685
a31	0.000349785711667	0.194917708273	0.0001287200019	0.459099348333	0.00463528903667	0.340869153
a46	0.000199930896556	0.253001921491	4.49085552e-05	0.584118476111	0.00165386540222	0.160980859
a8	6.8164774832e-05	0.084725514503	1.67476714333e-05	0.649755198704	0.00107117912074	0.264363146333
a31	2.2750386193e-05	0.0282481063437	6.1822363111e-06	0.376755949568	0.00174352960691	0.593223468778
a23	7.5881159048e-06	0.00941994999332	2.32925086703e-06	0.152474676523	0.0019439718023	0.836151509593
a8	2.52937657449e-06	0.00313999606204	7.78327013543e-07	0.073693909841	0.00116019256743	0.922002623198
a38	8.43127971865e-07	0.0010466863514	2.61223042981e-07	0.032453379147	0.000506872342477	0.965991957733
a20	2.81046385725e-07	0.000348905383279	8.7658395461e-08	0.0124272701823	0.000207311934959	0.987016135911
a28	9.37000913007e-08	0.000116301853337	2.92234127334e-08	0.00490971803743	6.9742864463e-05	0.99490411197
a20	3.13261823512e-08	3.87675001967e-05	9.74199997957e-09	0.00174714496581	2.39045498643e-05	0.99819012399
a23	1.052077888e-08	1.29236169473e-05	3.25300636792e-09	0.00082687376527	1.21340523214e-05	0.999148037997
a31	3.50924605463e-09	4.32407259687e-06	1.10011109564e-09	0.00213777488842	1.90005917738e-05	0.997838889332
a29	1.17465461788e-09	1.45671323096e-06	3.82994641213e-10	0.00409737406281	7.95641822579e-05	0.995821613111
a33	3.9494784836e-10	4.86397302287e-07	1.35875870738e-10	0.0038491266876	9.88598157526e-05	0.99605153437
a29	1.34267953253e-10	1.62912590889e-07	5.0567238246e-11	0.0031114976292	0.000117072550251	0.996771268123
a27	4.89707818843e-11	5.43532961513e-08	1.99483878153e-11	0.0021180794564	0.00012059914975	0.997761286041
a46	1.82024604448e-11	1.81295708081e-08	7.04651262177e-12	0.000785962335467	4.905536935e-05	0.999165015347
a20	6.8175432316e-12	6.05169134517e-09	2.67254009059e-12	0.000327153844822	3.52744748833e-05	0.999637605116
a31	3.00639520153e-12	2.01854070092e-09	1.05024336686e-12	0.000117861719374	2.96811931811e-05	0.999852451705
a7	1.38088595818e-12	6.73744806807e-10	4.23032504287e-13	4.2354958058e-05	1.58855406137e-05	0.999941767235
a1	8.38113856727e-13	2.25136203016e-10	1.88683244762e-13	1.6863583186e-05	1.12748588912e-05	0.999971889078
a20	5.18119206242e-13	7.54418327253e-11	9.3683316254e-14	8.528131462e-06	7.95140531707e-06	0.999983549693
a31	4.10908686081e-13	2.53586313951e-11	6.25269870847e-14	4.17689708733e-06	6.83046771002e-06	0.999989036564
a20	2.47308442694e-13	8.6037151017e-12	3.97949650282e-14	1.87050614578e-06	2.74854894101e-06	0.999995395521
a31	1.92116238798e-13	2.9321487939e-12	1.93076726761e-14	7.1108406526e-07	1.37398664214e-06	0.999997915174
a23	8.25373408327e-14	1.62168073463e-12	7.2772870892e-14	4.66792661218e-05	6.13080910918e-06	0.999947171725
</S>	6.84675454163e-14	1.74339476731e-12	1.31337215446e-13	9.29356730609e-05	1.15723905546e-05	0.999895435863
