 	vuole	pianto	</S>
a39	0.305015615804	0.6836441	0.01134025244
a31	0.398096991935	0.588886566667	0.0130164380467
a41	0.229678341312	0.759516645556	0.0108050139156
a31	0.176771111104	0.814500051852	0.00872880957187
a37	0.155380387235	0.840549297284	0.00407031502396
a11	0.0519391349162	0.944129212428	0.00393166914132
a39	0.0173162873745	0.972693084143	0.00999065261377
a31	0.00577210945229	0.979322128048	0.0149058083713
a46	0.00192404421031	0.967366266016	0.0307097046238
a31	0.000641355786141	0.784901978672	0.214456651541
</S>	0.000320678222113	0.617660889336	0.382018405771
