 	questo	muro	vuole	uno	specchio	</S>
a31	1.341256615e-05	0.0198174061	0.23781471	0.162218865	0.423025095	0.1571105465
a24	1.28580738013e-05	0.0761684020333	0.415044816667	0.161573565	0.246628065	0.1005723465
a31	1.09156216851e-05	0.106468584011	0.384798212222	0.087814069	0.290196458333	0.130711772167
a41	1.04042538284e-05	0.069886870337	0.188381698074	0.0581432893333	0.423878736111	0.259698994056
a39	3.6797476128e-06	0.0445433434457	0.0769946920247	0.0332724024444	0.385674568704	0.459511311352
a43	1.30239150163e-06	0.0273292459819	0.0330348066749	0.0202286301481	0.269946726235	0.649459293784
a24	4.34883692128e-07	0.010981146854	0.0137203408561	0.0109775813634	0.149568742078	0.814751741261
a37	1.4496154464e-07	0.00366039427195	0.00457418537558	0.00368192407113	0.084824074026	0.903259253754
a20	4.83206094001e-08	0.00122013278529	0.00152508158291	0.00132486180638	0.168623694675	0.827306181251
a41	1.61069573609e-08	0.000406715785085	0.00051155200707	0.00091059161546	0.437092178225	0.56107895375
a18	5.36899822793e-09	0.000135576414628	0.000173474541267	0.000751960925153	0.641432542742	0.357506447917
a31	1.78966934109e-09	4.51922243454e-05	5.7899119029e-05	0.000330823453718	0.509184460914	0.490381629306
a11	5.96560437189e-10	1.50641329221e-05	1.93267972969e-05	0.000129180530573	0.339219856971	0.660616559769
a31	1.98857228057e-10	5.02138000156e-06	6.44349237062e-06	4.9657421976e-05	0.22288139199	0.777057483256
a29	6.62860601921e-11	1.67379395105e-06	2.14948709096e-06	2.2096709777e-05	0.15784165033	0.842132441085
a7	2.20962861184e-11	5.57932062412e-07	7.18154189912e-07	1.29190096423e-05	0.151387746777	0.848598067028
a31	7.36604779194e-12	1.85977542287e-07	2.39403500761e-07	4.35650243263e-06	0.0708722678257	0.929122985676
a37	2.45562929796e-12	6.19925934017e-08	7.98123668554e-08	1.48684844608e-06	0.0364861568419	0.963512261892
a31	8.18823023728e-13	2.06642766645e-08	2.66152501775e-08	5.3007521856e-07	0.0248904565806	0.975108987297
a20	2.73049460917e-13	6.88810890723e-09	8.8791017872e-09	2.04320756053e-07	0.0146579551602	0.985341829099
</S>	1.36686571123e-13	3.44407820738e-09	4.4500902521e-09	1.41230498026e-07	0.0155655635801	0.98443429955
