 	non	deve	magniare	la	sera	</S>
a20	3.1599485335e-05	0.00248494965697	0.331891232968	0.06562916	0.0723669945	0.527596085
a31	0.000332167868445	0.00279631131899	0.333236819556	0.0770582613333	0.198956184833	0.387620271667
a18	0.000411603330358	0.00124357765214	0.112430157773	0.0520425501111	0.307350841611	0.526521263889
a37	0.000137243662204	0.000414541746873	0.0374824474426	0.0325713783704	0.29606227387	0.633332091296
a18	4.5750913602e-05	0.000138184413199	0.0124943616188	0.199207509457	0.250106217957	0.538007930432
a31	1.52503539978e-05	4.60637373695e-05	0.00416501428245	0.559903536486	0.166677465319	0.269192615977
a13	5.08345251566e-06	1.53551031785e-05	0.00138848667602	0.810299345495	0.091005687773	0.0972859978257
a31	1.69448421696e-06	5.11837271404e-06	0.000462830762632	0.746708781832	0.127818042591	0.125003515942
a17	5.64828090391e-07	1.70612454857e-06	0.000154277203281	0.512704747277	0.23270035753	0.254438361981
</S>	2.82414072066e-07	8.53062729843e-07	7.71389387709e-05	0.400726253639	0.286418653765	0.312776845991
