 	avete	cucinato	le	verdure	</S>
a39	0.0837949152919	0.0068318056825	0.04270888797	0.58272353	0.283940891
a31	0.102548020764	0.0073064904275	0.27527661599	0.29493597	0.319932923667
a35	0.052990209888	0.0029226183925	0.33881927333	0.221892756667	0.383375167889
a31	0.0179102737293	0.0010098503975	0.213089475777	0.372126522222	0.395863899296
a20	0.00616331088694	0.0003794796825	0.157552087192	0.554080167407	0.281824943099
a31	0.00205453509316	0.00014269985262	0.053205241464	0.699899572469	0.244697893033
a20	0.000684907833995	4.79250511267e-05	0.0178746587313	0.619510384156	0.361882089678
a39	0.000228303941473	1.61071299256e-05	0.0059952334601	0.320115411385	0.673644943226
a28	7.61014633793e-05	5.37872841217e-06	0.00200348661988	0.134795551795	0.863119481075
a31	2.53671565624e-05	1.7929587477e-06	0.000667905842916	0.048474144965	0.950830793692
</S>	1.26835784076e-05	8.96482258871e-07	0.000333959335623	0.0247460770325	0.974906396846
