 	ancora	non	mi	sono	vestito	</S>
a8	0.003728790236	0.012634078055	0.00566906565	0.245382668	0.58834	0.14424541
a31	0.003773305812	0.013182997085	0.01241377155	0.478658706	0.37749206	0.114479164667
a10	0.00131246726467	0.00513713307833	0.0145272741833	0.662920578667	0.207583253333	0.108519282889
a31	0.00044674234489	0.00195041472278	0.0109370653944	0.739435502889	0.152390007778	0.0948402782963
a18	0.000157269434367	0.000752788964429	0.0065929328908	0.762573164296	0.187291012593	0.0426328563321
a31	5.24237800003e-05	0.00025095083693	0.00220425556761	0.509071676432	0.472022130864	0.016398565344
a20	1.74750733186e-05	8.36557945803e-05	0.000734828851612	0.200056142144	0.788347143621	0.0107607761147
a31	5.82502646158e-06	2.78853127128e-05	0.000244964161863	0.0921916717813	0.886447371207	0.0210822937049
a13	1.94167602091e-06	9.29514198717e-06	8.16552285073e-05	0.0316207016271	0.936115367069	0.0321710089016
a35	6.4722536521e-07	3.09838095578e-06	2.72186713387e-05	0.0113917270757	0.94936587569	0.0392114219672
a39	2.15741792256e-07	1.0327937388e-06	9.07304372047e-06	0.00415000453423	0.947466308563	0.0483733963224
a46	7.19139327968e-08	3.44264596958e-07	3.02437648383e-06	0.00141760267708	0.855276652854	0.143302322107
a31	2.39713116569e-08	1.14754876776e-07	1.00815249885e-06	0.000502083281693	0.595660667618	0.403836080702
a20	7.9904391928e-09	3.82516334795e-08	3.36056072686e-07	0.000174776339798	0.497672605873	0.502152186901
a31	2.6634814997e-09	1.2750549924e-08	1.12020003995e-07	5.92481581527e-05	0.402770935291	0.597169655634
a39	8.87828600688e-10	4.25018810527e-09	3.73432954069e-08	2.53226717042e-05	0.31577637843	0.684198241878
a31	2.95944404077e-10	1.41673529861e-09	1.24516865765e-08	1.62585910014e-05	0.296146618143	0.703837137293
</S>	1.4797243406e-10	7.08369757763e-10	6.2271312556e-09	1.17348651507e-05	0.197789547071	0.802198768646
