 	ho	cosa	a	fare	</S>
a23	0.006570419752	0.003452736585	0.0782605155	0.098012459	0.813703865
a17	0.00656942597611	0.00332460722533	0.108916828833	0.120837759667	0.760351391667
a31	0.00219052341181	0.00111417927544	0.122414492944	0.130041796556	0.744239010556
a8	0.00073076961279	0.00037383907803	0.0706481609813	0.128644702185	0.799602536852
a31	0.000243646384063	0.00012513524386	0.0477540483271	0.101236850728	0.850640345617
a13	8.12589288359e-05	4.20596440233e-05	0.0247330670424	0.0624591112427	0.912684515206
a24	2.70863813411e-05	1.40370451865e-05	0.00913110991847	0.0239169175142	0.966910851735
a31	9.02887609281e-06	4.79709197753e-06	0.00397520081049	0.00957098380473	0.986439997245
a13	3.00970492952e-06	1.71655992354e-06	0.0023279834635	0.00610814963491	0.991559165748
a31	1.00323509978e-06	5.72668314755e-07	0.000872730276833	0.00405051704497	0.995075221916
a18	3.34411731903e-07	1.90921903426e-07	0.000297764680278	0.00197381612499	0.997727907305
a0	1.11471048876e-07	6.3938216625e-08	0.000100579865159	0.000921272884997	0.998977969102
a39	3.71584845188e-08	2.1951387225e-08	3.5386282053e-05	0.000508381271666	0.999456173034
</S>	1.85807708832e-08	1.14961168625e-08	1.90838624265e-05	0.000413064500833	0.999567811517
