 	sto	e	cucino	</S>
a31	0.0699863682765	0.00536871738365	0.792199315	0.132445592
a20	0.0713674590922	0.00615398112788	0.630184968333	0.292293580667
a31	0.129258539364	0.0110627710426	0.580168676111	0.279510010889
a37	0.147399029388	0.0119380735989	0.72597152537	0.114691370963
a18	0.0500657626627	0.00410026225097	0.890170875123	0.055663108321
a31	0.0183169363876	0.00146555680799	0.946752858374	0.0334646624403
a20	0.00702885690487	0.00049238503783	0.972576686125	0.0199020558134
a31	0.00234466406944	0.000164823670517	0.934613248708	0.0628772252711
a28	0.00078161408148	5.49484922037e-05	0.653901549569	0.34526188509
a33	0.000260538294047	1.83175113776e-05	0.502783496523	0.49693768503
a31	8.6846199434e-05	6.10706349355e-06	0.398804764174	0.601102318343
</S>	4.34231007933e-05	3.0535327698e-06	0.210264330087	0.789689209171
