 	venne	scritto	</S>
a29	0.0008433441	0.569258275	0.42989835
a24	0.00073772438	0.42042203	0.578840216667
a37	0.000559304106667	0.188044183333	0.811396505556
a29	0.000536417545556	0.134311776111	0.865151801852
a13	0.000682997691852	0.18941285537	0.809904167284
a11	0.000879297430617	0.341311585123	0.657809132428
a31	0.000624295823539	0.401405018374	0.597970687476
a39	0.00025389854118	0.338286779458	0.661459349159
a18	0.000101997034103	0.211257243153	0.78864076972
a8	3.42939111727e-05	0.0779831129177	0.921982599907
</S>	1.72064047289e-05	0.0417877542589	0.958195064954
