 	non	so	cosa	scrive	</S>
a46	0.00150814236083	1.3022689758e-05	0.05500126864	0.84231395	0.101163635
a8	0.00150929677951	1.29935539803e-05	0.0549860330567	0.841157883333	0.102333763567
a31	0.00050581658817	4.34025618277e-06	0.0184382233176	0.945020794444	0.0360307757357
a13	0.000170212720157	1.45326668652e-06	0.00618555298587	0.980918131481	0.0127245933919
a31	5.7130211319e-05	4.93894409773e-07	0.00213769659662	0.99298197716	0.00482264472063
a28	1.93623750879e-05	1.73536997721e-07	0.00077419499554	0.997348892387	0.00185735179688
a31	6.51904813083e-06	6.41270107037e-08	0.00320533861851	0.995911697462	0.000876384732293
a37	2.23861899484e-06	2.78854654346e-08	0.0040687133895	0.995372332487	0.000556674290764
a31	7.4755845468e-07	9.66227043153e-09	0.00142047732517	0.998055344162	0.000523403390255
a11	2.49306618039e-07	3.35194992884e-09	0.000477102100423	0.998965914721	0.000556711956752
a31	8.31057334335e-08	1.13407631928e-09	0.000159235476303	0.999126171574	0.000714473148917
a20	2.77022160994e-08	3.80211860643e-10	5.30882152785e-05	0.997524173858	0.00242270096631
a31	9.23409407369e-09	1.26881059625e-10	1.76963580651e-05	0.993706157953	0.00627614698877
</S>	4.61705182721e-09	6.34575246035e-11	8.84821791716e-06	0.991459603977	0.00853155799439
