 	non	mi	aspetti	che	non	vengo	</S>
a31	0.000114668495	2.47768575e-05	5.543090285e-05	0.150942065	0.306100645	0.20514684	0.337615565
a37	6.48657694107e-05	1.87713297238e-05	5.373137164e-05	0.239488825	0.362057988333	0.206878513333	0.191437302667
a31	2.52904472142e-05	8.02685779841e-06	2.86472039033e-05	0.496055758333	0.287901866111	0.122704037444	0.0932763962223
a24	1.21417299847e-05	4.4551801048e-06	2.04364652678e-05	0.452783742778	0.367729498704	0.121363695481	0.0580860497408
a46	4.86242204157e-06	1.5468505736e-06	7.54145738927e-06	0.197136080926	0.624900399568	0.133619811827	0.0443297622469
a31	8.44497214719e-06	7.76211274533e-07	2.82965692142e-06	0.103189998309	0.575808733189	0.150197027276	0.170792183082
a1	8.88707291673e-06	4.67831427194e-07	9.6671239574e-07	0.041109973903	0.49001357773	0.238036292425	0.230829817694
a31	2.97766310374e-06	1.56235119513e-07	3.24083867523e-07	0.0148017565067	0.367961179177	0.240488680808	0.376744919231
a20	9.93035962457e-07	5.20861323233e-08	1.08042292427e-07	0.00493675793682	0.126751652326	0.393627743603	0.474682679744
a41	3.31036390551e-07	1.73621187157e-08	3.60227396734e-08	0.00164589515888	0.0447789314087	0.657365704534	0.296209079915
a31	1.10345551598e-07	5.78738037032e-09	1.20083979017e-08	0.000548671841204	0.0151096211811	0.513983428178	0.470358139972
</S>	5.51727993873e-08	2.89369105238e-09	6.00430953562e-09	0.000274337876427	0.0075597647078	0.294497119089	0.697668669986
