 	avete	cucinato	le	verdure	</S>
a31	0.306660865292	0.0021566320325	0.06496225797	0.5694816	0.056738696
a46	0.306663832852	0.0021639463155	0.08640593599	0.393600723333	0.211165602
a20	0.102225106345	0.000735551042833	0.0512262665633	0.370405331111	0.475407780667
a31	0.0342821581879	0.000291643820611	0.0457276467544	0.491003443704	0.428695110222
a17	0.0116355453188	0.000153743725537	0.0480129742515	0.734363314568	0.205834438407
a31	0.00387986183223	6.47114636523e-05	0.0213153499838	0.863332671523	0.111407445136
a35	0.0012934810113	2.17487904591e-05	0.00770028164127	0.921491677174	0.0694928190453
a31	0.000431161512258	7.26988462216e-06	0.00266516876199	0.671595602391	0.325300776348
a46	0.000143720517213	2.42333643362e-06	0.000888849847803	0.30088157213	0.698083425449
a38	4.79068458997e-05	8.07892691925e-07	0.000296508676154	0.125949389377	0.873705408483
a17	1.59689552182e-05	2.6941967715e-07	9.89858055513e-05	0.0473967550023	0.952488036161
</S>	7.98448027766e-06	1.34741975417e-07	4.95248710557e-05	0.0240501893161	0.97589216808
