 	non	sono	ancora	vestita	</S>
a31	0.00340622770064	0.006429094045	0.45755259	0.38299533	0.149616705
a23	0.00340612990426	0.00656629654833	0.409041546667	0.329073296667	0.251912728333
a31	0.00114964388546	0.0122661580494	0.577832428889	0.197863977222	0.210887830778
a7	0.00039778598782	0.0144577995831	0.767840666296	0.126125987407	0.0911777875927
a31	0.000135037532607	0.0064181542277	0.854009422099	0.0964768891357	0.0429605241976
a13	4.7138692448e-05	0.00328903988257	0.8788417407	0.0944097663786	0.0234123520659
a31	1.57284674145e-05	0.00120922831852	0.714230580233	0.249240948793	0.0353035543553
a37	5.24353656085e-06	0.000409151191387	0.373315380078	0.510278916264	0.115991343452
a18	1.74784734263e-06	0.000136404872954	0.135825617893	0.671737838755	0.192298387817
a31	5.8261586687e-07	4.54690334866e-05	0.0464945094427	0.486539699752	0.466919725939
a46	1.9420529163e-07	1.51563568057e-05	0.0155235395542	0.188858358084	0.795602758646
a8	6.4735104644e-08	5.05213754704e-06	0.00520382166507	0.093351808028	0.901439272882
</S>	3.236755971e-08	2.52607956071e-06	0.00261236736053	0.057339730014	0.940045366441
