 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
a8	8.2767413e-06	5.0106282352e-05	0.0380576775	0.215006835	0.1455129685	0.2851196951	0.068744654	0.2474997758
a31	6.672029508e-06	1.67090916269e-05	0.015323436252	0.095400129	0.317510466167	0.424731768367	0.0626381126667	0.0843727176953
a39	2.23011777828e-06	5.56970050558e-06	0.00676234326933	0.0798464736667	0.565773805389	0.293734400456	0.0256306491889	0.0282445357504
a21	7.43411458461e-07	1.85656889514e-06	0.00445186788978	0.0963751128889	0.738979468463	0.139086047819	0.0110504387963	0.0100544697068
a31	2.47821555246e-07	6.19274988125e-07	0.00205283175893	0.0561863048963	0.535068209488	0.291447272606	0.110903715032	0.00434082460227
a37	8.26246001585e-08	2.06842342039e-07	0.00069037721073	0.0195068007988	0.304449513163	0.438831090869	0.233749921677	0.00277200566742
a31	2.75418837387e-08	6.89642444837e-08	0.000232782400997	0.0070793533796	0.216641548254	0.300502003623	0.470391243892	0.00515294948914
a41	9.18101062818e-09	2.30048573957e-08	8.0225098679e-05	0.00268608895987	0.136381346618	0.235889901208	0.618135394631	0.00682699692971
a10	3.06046128787e-09	7.66829347877e-09	2.67737301143e-05	0.00121100745662	0.300976878873	0.267534353736	0.423951711544	0.00629924307657
a31	1.02027040503e-09	2.55652887939e-09	9.17430696943e-06	0.000497410538873	0.292824039751	0.173404525912	0.476963423848	0.0563014163589
a46	3.40132036803e-10	8.52607359722e-10	3.31607772214e-06	0.000241599606291	0.10309017471	0.0758223246373	0.731447027949	0.0893955821196
a20	1.13396623952e-10	2.84203555211e-10	1.12149833452e-06	0.000138940551304	0.0466470382367	0.0613609662124	0.82625286265	0.0655990707065
a13	3.78120903498e-11	9.47345215957e-11	3.73860049971e-07	4.64751481007e-05	0.0231146136789	0.0449032390708	0.86680110755	0.0651341902355
a31	1.26048194531e-11	3.15782033272e-11	1.24807016383e-07	1.58640702596e-05	0.0083739757563	0.0183736970769	0.63963037585	0.333605990079
a39	4.2025007185e-12	1.05260973238e-11	4.179519605e-08	5.7960153532e-06	0.00399566424877	0.010056830079	0.555628378617	0.430313310026
a16	1.4023885035e-12	3.50870052e-12	1.39389475475e-08	2.08236751573e-06	0.00276753498292	0.008469936493	0.754744326206	0.234016106675
a13	4.68721174633e-13	1.16956826853e-12	4.64693400582e-09	7.01459893677e-07	0.00131726296097	0.00483500989767	0.722029558735	0.271817442225
a31	1.56609337431e-13	3.89857563766e-13	1.5502847184e-09	2.47828778992e-07	0.000582431361657	0.00240257172922	0.458096006245	0.538918747408
a37	5.37192802303e-14	1.29956659664e-13	5.18399933167e-10	9.68702739973e-08	0.000337393561886	0.00209061633974	0.361242785415	0.636329135803
a31	1.94010331268e-14	4.33222856647e-14	1.73539727356e-10	3.62162163324e-08	0.000244058218529	0.00193519921525	0.317063729472	0.680757031934
a8	6.6475046456e-15	1.44592962531e-14	6.5958468052e-11	5.52469673444e-07	0.000919406504076	0.00253345574042	0.206457297491	0.790089333978
</S>	3.5398183028e-15	7.25707113755e-15	4.4705636026e-11	1.08299658672e-06	0.00171389415204	0.00408632512021	0.239897348746	0.754301351989
