 	l	ho	sentito	che	veniva	</S>
a41	0.0147754109203	0.025543687084	0.061413954195	0.29829427	0.520835535	0.079137145
a31	0.0147783311278	0.025550957928	0.194986619398	0.42180473	0.294495271667	0.0483841225333
a24	0.00493096293453	0.00855577792733	0.218995154799	0.390223473333	0.293541647222	0.0837530017111
a15	0.00164397175694	0.00287449810944	0.094205192933	0.271769404444	0.428011489074	0.201495423904
a28	0.000548075540759	0.000963308154197	0.03226056446	0.130948885148	0.467218153025	0.368060987968
a0	0.000182693126625	0.000321136117095	0.0107652266869	0.045306179316	0.369587741008	0.573836995989
a31	6.08977430915e-05	0.000107045928985	0.00358858108397	0.015228860342	0.473009613669	0.508004991996
a11	2.02992643042e-05	3.56823450405e-05	0.00119642808834	0.00520084536733	0.546034804556	0.447511957332
a31	6.76643624763e-06	1.18942909754e-05	0.000399036362896	0.00180023547304	0.301948437185	0.695833652444
a39	2.25548157985e-06	3.96477972637e-06	0.000133017951352	0.00060334047628	0.108112325728	0.891145127481
a20	7.51858977507e-07	1.32169077561e-06	4.4351132364e-05	0.000206953671093	0.0384608141427	0.961285852494
</S>	3.75972923759e-07	6.60967922255e-07	2.2184658745e-05	0.000107751727046	0.0197948989214	0.980074176247
