 	forse	sono	usciti	</S>
a23	8.462698544e-06	0.13733836	0.79264225	0.07001089085
a31	8.51613725467e-06	0.137188474133	0.792353396667	0.0704495772833
a23	2.92360977022e-06	0.046490577271	0.927999598889	0.0255068954611
a31	1.36682390207e-06	0.019430943017	0.971276952963	0.0092907197537
a10	2.11705213402e-06	0.033356779839	0.963151784321	0.00348927057457
a37	2.21364004467e-06	0.038574640613	0.960096574774	0.00132657294152
a31	9.6479174459e-07	0.0174106095043	0.981811038258	0.000777447617173
a37	3.22785644197e-07	0.00602308059977	0.992705579419	0.00127107278239
a31	1.08587527809e-07	0.00203831788022	0.996340126473	0.00162143309413
a39	3.61981094525e-08	0.000680143456293	0.996434492158	0.00288529369804
a31	1.20661918709e-08	0.000226757424216	0.995862980719	0.00391023666601
</S>	6.0330989062e-09	0.000113380198905	0.996389290359	0.00349729933301
