 	era	molto	stanco	</S>
a46	0.022954465955	0.4719536685	0.06781542375	0.43727647
a8	0.0264477296517	0.2991194485	0.12301991125	0.551412923333
a37	0.0127808852839	0.281583816167	0.170745200417	0.534890124444
a31	0.00603896682797	0.168819860722	0.184361163472	0.640780024815
a0	0.00336483406199	0.0995091329073	0.149639112491	0.747486954938
a20	0.00112194517546	0.0462194712691	0.120042872164	0.832615731646
a31	0.000374024217942	0.084078006723	0.322263240721	0.593284710549
a39	0.000124730233024	0.096426895651	0.563611113574	0.33983724685
a41	4.15923098906e-05	0.032283820691	0.697311571191	0.27036301895
a31	1.38646351522e-05	0.0107792707137	0.843374557064	0.14583230865
a28	4.62540866086e-06	0.0036073087709	0.630374957355	0.366013111883
a11	1.55080644795e-06	0.00121152663563	0.247071953118	0.751714970628
a20	5.22535995183e-07	0.000405925359077	0.0858226670393	0.913770890209
a31	1.74636564452e-07	0.0001356328223	0.0318743184798	0.967989896736
a11	5.82506847781e-08	4.52427050481e-05	0.0138520900599	0.986102632245
</S>	2.91830415441e-08	2.26667683341e-05	0.00844675717995	0.991530566123
