 	non	ho	dove	d	andare	</S>
a20	0.000528371620905	0.0187792757836	0.3818635213	0.561467855	0.0327639375	0.00459703215
a31	0.000662581920302	0.0330803922612	0.6737098171	0.267506945	0.0207703649833	0.00426992451533
a37	0.000355112555817	0.0253480139481	0.5974919657	0.363114351667	0.00882549304443	0.00486510863711
a31	0.000122339661656	0.00862993051037	0.582761285233	0.379523656222	0.0229764989148	0.00598629901237
a29	4.47166536527e-05	0.00303726081657	0.497562150088	0.218888437741	0.276305731972	0.00416166640412
a41	1.49058638947e-05	0.00101242234118	0.165918013525	0.21394464258	0.615612797324	0.00349720256804
a31	4.96864215254e-06	0.00033747427233	0.0553138490491	0.16557701086	0.776228899108	0.00253781528935
a18	1.65621592773e-06	0.000112491497191	0.0184442476387	0.185243430287	0.792215009703	0.00398319269645
a31	5.52073245429e-07	3.7497169796e-05	0.00614810266165	0.422817023429	0.563569099901	0.00742773789882
a39	1.84024525889e-07	1.24990575874e-05	0.0020493794062	0.587176574476	0.375801559967	0.0349597889663
a31	6.13416157126e-08	4.16635317957e-06	0.000683127608816	0.683501691492	0.261440998656	0.0543699479888
a8	2.04472071852e-08	1.3887850034e-06	0.000227719348366	0.696341550497	0.226482648219	0.0769466743296
a31	6.81573758422e-09	4.62928922571e-07	7.59173416328e-05	0.528308026832	0.23672772074	0.234887861443
a8	2.27191336793e-09	1.54309798248e-07	2.53149147757e-05	0.339021162277	0.299514584913	0.361438777148
</S>	1.13595787354e-09	7.71551114473e-08	1.26687843938e-05	0.211196176139	0.429490117457	0.359300953574
