 	il	dito	si	gonfiò	</S>
a39	0.00130034198617	0.00068465398287	0.419635452105	0.51992072	0.0584588642
a13	0.00130006945023	0.00068777489929	0.616778184035	0.318154306667	0.0630796920667
a31	0.000433558240586	0.000247718198097	0.607281828012	0.365486838889	0.0265500797222
a20	0.000144706152829	9.77429629523e-05	0.521583009337	0.46469307963	0.0134814822741
a31	4.83556283872e-05	3.37760501708e-05	0.410908669779	0.58028604321	0.0087231732247
a11	1.62578569557e-05	1.24801106136e-05	0.26031280126	0.72757538107	0.0120830562082
a31	5.44937931857e-06	4.3139232012e-06	0.08798976942	0.898801610357	0.0131988277861
a39	1.82385091123e-06	1.50952340373e-06	0.0296173483677	0.961582320119	0.00879701881203
a31	6.08222545469e-07	5.23893903137e-07	0.00988900586634	0.980977423373	0.00913244830401
a41	2.02742307545e-07	1.75057466622e-07	0.00329658124914	0.983624004458	0.0130790333013
a46	6.75811522635e-08	5.86348197223e-08	0.00109905678301	0.963108328153	0.0357925134338
a31	2.25270617936e-08	1.95571141425e-08	0.000366358794209	0.817990922718	0.181642721145
</S>	1.12635313918e-08	9.7798626764e-09	0.000183180313336	0.689511811359	0.310305035572
