 	il	lenzuolo	vuole	lavato	</S>
a31	0.000282010871785	0.000142983482875	0.0429566455	0.884730995	0.0718873215
a7	0.000281949719544	0.000143152680025	0.2760356685	0.654738425	0.0688007918333
a31	9.46574118307e-05	4.95961407417e-05	0.465696346167	0.479934831667	0.0542245769444
a0	3.26453582436e-05	1.88147088139e-05	0.348993042056	0.589280333889	0.0616751406481
a17	1.13892589145e-05	7.4050042713e-06	0.257174800685	0.68712835463	0.055678030216
a13	3.88530733207e-06	2.90163378043e-06	0.206580908562	0.738489851543	0.0549224334053
a31	1.29675364797e-06	1.00454719973e-06	0.105654763187	0.523493995848	0.370848927802
a17	4.32441725785e-07	3.35160702387e-07	0.0383413808623	0.205394785283	0.756263089267
a8	1.44157907558e-07	1.11946169196e-07	0.0139113173708	0.097809279761	0.888279183089
a31	4.80545393091e-08	3.7391503393e-08	0.00474220891433	0.0383128900903	0.956944837696
a24	1.60182607287e-08	1.24650474165e-08	0.00158106214884	0.0127915986368	0.985627302565
a46	5.33949908842e-09	4.15630070993e-09	0.000527090131172	0.0042724949411	0.995200400855
a24	1.78003147259e-09	1.38848081418e-09	0.000175767135327	0.00142976571937	0.998394500285
a37	5.93545845873e-10	4.65770959593e-10	5.86608150917e-05	0.000481364264157	0.999460000095
a31	1.97885926087e-10	1.57193117731e-10	1.96661564372e-05	0.000166995265252	0.999813333365
</S>	9.89903684735e-11	8.08504298655e-11	9.9037704086e-06	8.9975532126e-05	0.999900116683
