 	lo	sentii	che	viene	</S>
a43	0.0131805536449	0.029088332	0.010802266	0.0569725305	0.889956325
a17	0.013180470466	0.0509296696667	0.111657258667	0.0557727291213	0.768459885
a11	0.00439375156205	0.0677524238889	0.254740682889	0.0186413566718	0.654471781667
a31	0.00146461017478	0.0376315822963	0.33777565763	0.0062648800556	0.616863257222
a46	0.000488209066408	0.0146555174988	0.31207746921	0.0021180414032	0.670660772407
a6	0.000162736549551	0.00505401331527	0.185297906403	0.00070895872359	0.808776390802
a31	5.42455437831e-05	0.00169375742976	0.090055073801	0.000238846106253	0.907958076934
a15	1.8081861318e-05	0.000569050065372	0.036892504167	8.20260636125e-05	0.962438338978
a20	6.02729127423e-06	0.000189685823243	0.012349170068	2.73460714997e-05	0.987427746326
a31	2.00910092175e-06	7.72240660819e-05	0.0149556308017	9.21380185057e-06	0.984955882109
a17	6.69706167761e-07	3.98437897073e-05	0.0160499845339	3.17405489752e-06	0.983906304036
a31	2.23237839481e-07	1.35497090658e-05	0.0110935884446	1.06681144351e-06	0.988891544679
a13	7.44139398335e-08	4.69797987527e-06	0.0095665243482	3.60941226503e-07	0.99042830156
a39	2.48098351322e-08	1.59062216076e-06	0.0035850320894	1.32024925834e-07	0.99641320052
a46	8.27384954818e-09	5.3559217792e-07	0.0012591876198	6.63108766113e-08	0.998740180173
a31	2.75797748434e-09	1.80076837807e-07	0.000478917873267	3.73027648704e-08	0.999520846724
a18	9.21683868152e-10	6.1168079469e-08	0.000195100105856	1.86059072901e-08	0.999804835575
</S>	4.64372287376e-10	3.12055102845e-08	0.000100656000078	1.47710471451e-08	0.999899317787
