 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	1.8187015e-06	3.11787285e-06	0.000149584986	0.00107835147575	0.0301657949	0.294404145	0.118978167	0.1626643575	0.30564332	0.0317325035	0.016552247	0.016843759	0.0217827815
a31	5.8301436e-06	1.59931650667e-06	0.000148058624667	0.000359566883282	0.0310499063	0.129673929667	0.0924214256667	0.275401739167	0.342644986667	0.0322559248333	0.0615007266667	0.0138788013333	0.0206574381667
a23	6.89607554333e-06	6.44286045557e-07	7.93455352223e-05	0.000119928177946	0.0252288757667	0.0635727992223	0.0885199252222	0.357093569722	0.336460195556	0.0299644376111	0.0730494832222	0.0098863179111	0.0160175540556
a31	2.53490248778e-06	2.69083419186e-07	4.06700033174e-05	4.4750231302e-05	0.0219234254622	0.0322831456508	0.0458511701741	0.246377034341	0.263084396852	0.0687448348704	0.266832378741	0.0191325177704	0.0356828716852
a39	8.68834471717e-07	1.03528735482e-07	1.36060566925e-05	1.96567490633e-05	0.00738707758073	0.0111492890603	0.015931048558	0.0840808421137	0.115760590617	0.303932954957	0.39847188958	0.0215965430568	0.0416555275617
a8	2.89669273682e-07	3.55132592473e-08	4.56022205583e-06	6.5843907421e-06	0.00252318878024	0.0043779561201	0.00700031745267	0.0308372345046	0.067240904539	0.488171918319	0.353166326527	0.0143961931523	0.0322744828539
a31	1.08347414214e-07	5.87301987491e-08	1.67787304694e-06	2.46412211903e-06	0.000892038623413	0.0022074314067	0.00555671968422	0.0132864882349	0.040980403513	0.32782164944	0.541094408842	0.0281739337174	0.0399825909513
a13	4.78628090337e-08	6.56994938902e-08	7.00482742995e-07	1.06409252294e-06	0.000331613033938	0.00180608820223	0.00976151722807	0.014789336245	0.047513882171	0.184114039813	0.668238936281	0.0394134692391	0.0340292306504
a31	1.79168106402e-08	5.42689756039e-08	3.8830685168e-07	3.6814916158e-07	0.000167745624113	0.00227936160074	0.0140945207427	0.0164953848817	0.0492716873903	0.125989355271	0.70121967876	0.0615346457464	0.0289467882168
a46	7.9371496824e-09	5.04701167196e-08	2.84558174193e-07	1.3591770841e-07	0.000114669910704	0.00324229420025	0.0209975352476	0.0175072550939	0.0386898497968	0.063400251757	0.741657926253	0.0842700119155	0.0301196814056
a35	2.6552143818e-09	1.68406528959e-08	9.5598898831e-08	4.59548310867e-08	4.37673419013e-05	0.00378035340008	0.0411218184159	0.029469108698	0.0433660529323	0.054454601919	0.666918952084	0.0944424523052	0.0664026848019
a24	8.909579955e-10	5.61813639291e-09	3.22763536713e-08	1.63550304956e-08	1.72605829671e-05	0.00268470058336	0.044647604472	0.037000029566	0.0460972676441	0.064177943973	0.474011947361	0.0967433537684	0.234619828267
a18	2.9778571549e-10	1.87277354212e-09	1.07687351833e-08	6.08990767853e-09	6.2222701757e-06	0.00121265752112	0.0310474044907	0.0315419238553	0.0369256368814	0.0542344713243	0.266821432454	0.107376145923	0.470834076089
a17	9.96848902433e-11	6.24302924619e-10	3.59221124893e-09	2.08282357618e-09	2.42800022523e-06	0.000583381668707	0.0196862209969	0.0194935509518	0.0206524696271	0.0257710151081	0.156336754151	0.144030251974	0.613443908696
a43	3.42037598044e-11	2.08144348663e-10	1.19882610824e-09	7.0682705626e-10	1.00060820841e-06	0.000238705407902	0.00824247546563	0.00990062731727	0.0124921875424	0.016111390836	0.0944175733837	0.147140140658	0.711455902899
a31	1.26056539681e-11	7.01881906427e-11	4.52412575347e-10	2.42876428287e-10	1.86960655614e-06	0.000393045369301	0.0120266061219	0.00784133410576	0.00645776274747	0.008066466312	0.0678581031279	0.226731203553	0.670623580966
a20	7.6503626227e-12	2.45044995142e-11	2.06370038282e-10	8.77786192623e-11	2.60225795205e-06	0.0005223417031	0.0136453948073	0.00818184023525	0.00788544248249	0.0187824296707	0.099267754376	0.351111537851	0.500600616989
a24	5.48066162957e-12	8.49449853757e-12	7.23006296673e-11	3.13936139208e-11	1.39612938835e-06	0.000273678526367	0.00531113227577	0.00445747213842	0.00744253906083	0.0222504047036	0.0864045494587	0.27731479095	0.596544015663
a49	1.87733178852e-12	2.83607410802e-12	2.41546048858e-11	1.42888029736e-11	4.7977067045e-07	0.000100598810789	0.00188627625192	0.00171883389281	0.00326417528694	0.0115993480479	0.0580809844862	0.17220031865	0.751148971888
a39	6.84470639507e-13	9.50479699007e-13	8.10386752027e-12	8.23314282453e-12	1.7545230815e-07	4.33414745963e-05	0.000754558613973	0.000850697840937	0.00194420181565	0.0080535716293	0.0490393758287	0.160833622883	0.778480457296
a19	2.51608488169e-13	3.18888646069e-13	2.73033710742e-12	2.97610321082e-11	6.347576815e-08	1.85690717321e-05	0.000430550324658	0.000655123203646	0.00144865122522	0.0036554017231	0.0241137316096	0.117805686961	0.851872235765
a18	1.03576209723e-13	1.09149362423e-13	9.4861038814e-13	3.69891875361e-11	3.08164354833e-08	1.0936824444e-05	0.000393992184886	0.000810037667882	0.00152561060841	0.00236498047437	0.0182143762032	0.15000082832	0.826679195255
a31	7.34665865743e-14	5.14379418077e-14	6.15910916047e-13	1.26985180287e-11	5.51756471611e-08	1.39208258147e-05	0.000531308294962	0.000997953889294	0.0012879484028	0.00123752500479	0.0129523497344	0.218114302773	0.764864598418
a17	8.52809035248e-14	3.78782872692e-14	5.22924082016e-13	4.4146512329e-12	6.36865137204e-08	1.55231906049e-05	0.000520659011654	0.000917809363098	0.0013733966676	0.00146637664826	0.0165253725781	0.263579510924	0.715601266139
a20	2.11279461175e-13	4.59294757564e-14	3.48918284005e-13	1.51193279663e-12	4.50420675735e-08	2.11006252016e-05	0.000336240317218	0.000672646664366	0.00141765855587	0.00201573651609	0.0194570098594	0.328907516975	0.647172022046
a31	2.19842928058e-13	4.48113645855e-14	3.16214018002e-13	5.32657602543e-13	4.15159675245e-08	2.38061160672e-05	0.000344958439073	0.000551438311455	0.00080212378529	0.00122919717703	0.0102955869198	0.306791885658	0.679960940682
a37	1.96835673686e-13	4.29853988618e-14	2.90389539334e-13	2.21498014181e-13	5.69920041748e-08	2.75206836891e-05	0.000320237203024	0.000555591217152	0.0013793830951	0.00527510789734	0.0197232056066	0.272876508553	0.699842346894
a31	1.84786568995e-13	3.96503089539e-14	2.25646802445e-13	1.0588415306e-13	5.33677283916e-08	2.5845075563e-05	0.000209978009341	0.000438840149051	0.00152549995503	0.00661321713411	0.0226339975155	0.247313792851	0.721238748965
a20	1.41511210765e-13	3.7431624318e-14	1.51807226815e-13	4.13361693533e-14	3.22114831305e-08	1.70348011877e-05	0.000137802601447	0.000272334959684	0.00072525307501	0.00336300254637	0.0126304781518	0.271932117617	0.710921969655
a31	1.25698606488e-13	3.55141378727e-14	1.14415553605e-13	1.75905323511e-14	2.32998351102e-08	1.33655239792e-05	8.4665092149e-05	0.000177543588228	0.000440435241003	0.00227354599859	0.0091412489706	0.252493577872	0.735375609885
a24	4.4763865396e-14	1.27909753909e-14	4.6417905535e-14	1.2120442017e-14	8.66258347007e-09	4.95976044307e-06	4.19109230497e-05	7.57029384093e-05	0.000156968460334	0.000762625242997	0.0035959527102	0.126084001957	0.869277869962
a20	2.38597907987e-14	6.66674866363e-15	2.28941545117e-14	1.03554006057e-14	3.52587021336e-09	2.36329708102e-06	2.45551726832e-05	4.36666078031e-05	7.82806294447e-05	0.000295299794666	0.00318050387007	0.181699521319	0.814675809987
a24	1.59277559329e-14	4.44068116788e-15	1.11952834039e-14	1.01130524686e-14	1.52111284112e-09	1.43702842701e-06	1.88851027277e-05	3.41216032677e-05	5.48215764816e-05	0.000144983930222	0.00356052945669	0.20983450044	0.786350723329
a8	7.91312577763e-15	3.07778180263e-15	6.4764865013e-15	1.30983331562e-14	9.2915532704e-10	8.19694742337e-07	1.37491630759e-05	3.07390687559e-05	4.80236734939e-05	8.27760754073e-05	0.00387329625223	0.197096810147	0.798853774443
a31	5.14164159254e-15	3.97860503421e-15	7.33484530043e-15	8.7918733854e-15	1.08365480901e-09	6.67390360779e-07	2.03363373586e-05	4.8427974252e-05	5.80061911646e-05	6.90635304691e-05	0.00391979041741	0.278972410049	0.716911291481
a29	1.37060327308e-14	6.18352577807e-15	1.13424624335e-14	4.50841022847e-15	1.756898403e-09	1.42805786693e-06	3.27192027862e-05	9.8659758084e-05	0.000200139257055	0.000631518328823	0.00835741203914	0.34649416335	0.644183963827
a31	1.60110359103e-14	6.32072759269e-15	1.16841304778e-14	2.32835420949e-15	1.691228361e-09	1.58835151231e-06	3.45436802621e-05	0.000108110368361	0.000238074831352	0.000815285777274	0.00949353907971	0.338846761117	0.650462077942
a28	6.40509576368e-14	1.96155948642e-14	3.45350078259e-14	1.43326960316e-15	4.60215561367e-09	4.31135582744e-06	2.97902320874e-05	7.8163061787e-05	0.000153536972784	0.000852386160091	0.00702327742657	0.308651900372	0.683206615981
a24	8.18279198789e-14	2.35492618547e-14	4.12668083753e-14	1.81799603439e-15	5.56950205789e-09	5.41776060915e-06	2.37380810291e-05	5.83615472623e-05	0.000125320157595	0.00086377190003	0.00695562934219	0.250507773457	0.741460005327
a46	3.04725283596e-14	9.35713501823e-15	1.61253463584e-14	1.82209867813e-15	2.11049917263e-09	2.22519755638e-06	1.55844120097e-05	3.54315657541e-05	6.52827791983e-05	0.000321610968343	0.00549996741406	0.237779887819	0.756280035109
a31	1.17278078532e-14	5.31169183941e-15	8.05082378613e-15	1.05027396604e-15	9.08607480877e-10	9.0124169546e-07	1.38140426699e-05	3.23558732514e-05	4.32515477328e-05	0.000144009629781	0.00465124760469	0.302849742606	0.692264665036
a33	1.50147619511e-14	1.36202766131e-14	3.5226386462e-14	1.13170756201e-15	7.26607816959e-10	8.7915222182e-07	2.630984189e-05	6.89500557505e-05	8.10635905776e-05	0.00032583499526	0.00885236956823	0.326289527535	0.664355041679
a17	3.2682949317e-14	1.94613182044e-14	5.3657228154e-14	1.35632512067e-15	1.87181213899e-09	2.07904624061e-06	3.465764863e-05	0.000107041988583	0.000177967903526	0.000992293765087	0.0122285486894	0.333915859178	0.652541513893
</S>	4.23783146585e-14	1.61140981022e-14	4.3118108077e-14	1.09415271033e-15	2.8561830695e-09	2.9770431203e-06	3.0678868815e-05	0.000107014804291	0.000228006286763	0.00142612468254	0.0105913775947	0.314521194589	0.673092556947
