 	non	aveva	cosa	a	fare	</S>
a31	0.0009644347045	3.7450528e-05	0.005463424	0.433058142	0.259013795	0.30146275
a18	0.000963521133627	3.66700079027e-05	0.00498890962333	0.387088378667	0.293974795	0.31294771
a24	0.000321179936095	1.22349982036e-05	0.00197157997778	0.408367952889	0.168696805	0.42063023
a20	0.000107062390685	4.0942366392e-06	0.000785895335927	0.295145570963	0.098738155	0.60521921
a31	3.60267959552e-05	1.4756635244e-06	0.000562243075309	0.485700930321	0.0647838183333	0.44891549
a18	1.23467936687e-05	5.982145094e-07	0.00044893593477	0.742864476774	0.0512263781111	0.205447256667
a31	4.11608094689e-06	2.00036616628e-07	0.000154167963537	0.547409132258	0.177092754704	0.275339625556
a17	1.37202921846e-06	6.66802828371e-08	5.13967390173e-05	0.196898306153	0.211825621568	0.591223228519
a20	4.5734495645e-07	2.22272406179e-08	1.71349852202e-05	0.0670588037443	0.085397077656	0.847526496173
a31	1.52449173916e-07	7.4093358783e-09	5.71199538445e-06	0.022373069634	0.0290695458287	0.948551498724
</S>	7.62245879298e-08	3.70466953875e-09	2.85600317466e-06	0.0111877679559	0.0147570321293	0.974052249362
