 	non	ho	cosa	è	da	mangiare	</S>
a31	0.000214681075	0.00056325627	0.00140137875	0.030363281	0.2465879465	0.618840135	0.102029362
a8	0.00014450604727	0.000439519426577	0.00121864117167	0.182637035667	0.3052570055	0.425693568333	0.084609762
a31	4.957313336e-05	0.000171837962102	0.00103586847889	0.316944001889	0.318943425167	0.306364232778	0.0564910786667
a37	2.067031512e-05	9.3885255034e-05	0.00102452525963	0.210980097963	0.274472408389	0.476882847593	0.0365255662222
a20	1.71150377067e-05	7.0788570678e-05	0.000484032699877	0.099681591321	0.239517269463	0.621439049198	0.0387901454074
a31	2.54503399022e-05	7.78184915593e-05	0.000255986427959	0.057594344357	0.208291146488	0.692805453066	0.0409498158025
a17	2.09961948574e-05	5.21918169864e-05	9.80645097397e-05	0.0195915543557	0.076088292496	0.862239357689	0.0419095946008
a20	7.2354322548e-06	1.76006336392e-05	3.2891607701e-05	0.0066929610969	0.0295374585987	0.928068605896	0.0356432858669
a31	2.4125309024e-06	5.86728890546e-06	1.09650038613e-05	0.00223484049567	0.0101842775047	0.692102525299	0.295459146289
a39	8.04200745006e-07	1.95577009054e-06	3.655032299e-06	0.000745003376155	0.00339986736267	0.3479696151	0.647879132096
a35	2.68078221762e-07	6.5192918844e-07	1.21838088848e-06	0.000248459135198	0.00114481577222	0.236341998367	0.762262607365
a39	8.93615356056e-08	2.17311431277e-07	4.06152209964e-07	8.29198137747e-05	0.000389991390207	0.151914790456	0.847611582455
a46	2.97878991557e-08	7.24374489542e-08	1.35390724156e-07	2.76884398456e-05	0.000131833055636	0.0706326024853	0.929207627485
a35	9.93108947097e-09	2.41465013036e-08	4.51448743957e-08	9.3086541572e-06	4.6003489112e-05	0.0470412304951	0.952903375828
a31	3.31527752716e-09	8.05111084933e-09	1.50849052612e-08	3.1895512174e-06	1.89331249707e-05	0.0548959484984	0.945081925276
</S>	1.66311561958e-09	4.02817601637e-09	7.5800895406e-09	1.6520197312e-06	1.26539816853e-05	0.0628162242492	0.937169512638
