 	la	casa	la	costruirono	i	muratori	</S>
a31	0.00070212264125	0.0037231901415	0.06998859825	0.83574132	0.0723778768	0.0079072469	0.00955964186
a17	0.000699350781283	0.00371202436687	0.07153278095	0.813534753333	0.0793027832667	0.0091264343	0.0220918929533
a39	0.000233396999128	0.00123840881882	0.0269047367833	0.685985961111	0.0531039140889	0.0290470911	0.203486526651
a3	7.78583070887e-05	0.000413259332507	0.0102584394778	0.461455663704	0.0427111920296	0.0427755380333	0.44230807555
a35	2.59690180542e-05	0.000138009706046	0.00359605786593	0.578133621235	0.0322149183432	0.0254107584778	0.360480698517
a31	8.66243066573e-06	4.64583539587e-05	0.00144841647864	0.784165307078	0.0593118217811	0.0118267550593	0.143192602306
a24	2.89366223691e-06	1.58612630329e-05	0.00067459727188	0.852524569026	0.0770082672604	0.00649030111977	0.0632834902353
a31	9.67845966797e-07	5.3298741983e-06	0.000231194049293	0.885601376342	0.0719993790868	0.00619982383992	0.0359619071784
a39	3.22693647259e-07	1.78330280167e-06	7.93209334843e-05	0.821724645447	0.156978299696	0.00664213831331	0.0145734656595
a31	1.07591443937e-07	5.94943213637e-07	2.64945572148e-05	0.755051748482	0.179832829899	0.0310320483378	0.0340561667198
a24	3.58664940991e-08	1.9838470954e-07	8.83884677327e-06	0.744506182827	0.1279986733	0.0432823047793	0.0842038009066
a31	1.19579327957e-08	6.61876263733e-08	2.95115204438e-06	0.625804880942	0.0957353857667	0.0505436922598	0.227913026969
a28	3.98612252894e-09	2.20651286911e-08	9.838925167e-07	0.373912725314	0.0939366765889	0.142805756087	0.389343832323
a45	1.32977549317e-09	7.36308330543e-09	3.280973333e-07	0.152172168105	0.272298002196	0.249138318696	0.326391160774
a31	4.442164419e-10	2.4607424852e-09	1.09475246053e-07	0.0570999377683	0.277338802065	0.209526269565	0.456034856925
a20	1.48098302566e-10	8.2047419618e-10	3.64933261341e-08	0.0197383878861	0.107520669355	0.326661853188	0.546079062308
a31	4.93915486859e-11	2.73704297544e-10	1.21655047994e-08	0.00674196518203	0.050289282785	0.368111374396	0.574857387436
a8	1.64906954512e-11	9.18684146123e-11	4.06241246036e-09	0.00248337279734	0.0312012672617	0.369339681465	0.596975695812
a31	5.52356289613e-12	3.12515101694e-11	1.36124432286e-09	0.00100402223578	0.0244508084539	0.367179285488	0.607365881937
a20	1.84983658911e-12	1.04871298451e-11	4.54003364007e-10	0.000377813271927	0.0109438627513	0.332829053496	0.655849270646
a18	6.3012219137e-13	3.62973792503e-12	1.51803852479e-10	0.000155414398309	0.0118115844838	0.519127617832	0.468905396882
a31	2.15455268737e-13	1.28262011384e-12	5.09068823063e-11	6.99422744363e-05	0.0104296020279	0.431271772611	0.558228712294
a11	7.94340051923e-14	4.8681680678e-13	1.71404561921e-11	4.56416374788e-05	0.0047058910093	0.27831124087	0.716937270765
a27	5.11995307308e-14	3.2336528226e-13	6.08191477403e-12	4.05800094929e-05	0.00217109604643	0.24969160029	0.748096756922
a31	3.44147760169e-14	2.12624681087e-13	2.24406971764e-12	2.72698901643e-05	0.00099710300881	0.169318618097	0.829657018974
a0	2.17604111123e-14	1.33702894029e-13	8.73901845513e-13	1.77462492214e-05	0.0012710314196	0.245431767366	0.753279449658
a31	1.75545532474e-14	1.07700622743e-13	4.19272248838e-13	1.40758235738e-05	0.00169009643987	0.285610269122	0.712685546553
a18	1.60453759591e-14	1.05801452314e-13	2.88520459946e-13	9.92610039127e-06	0.00241039861329	0.324357933041	0.673221735518
a31	1.5740649773e-14	1.09198925438e-13	2.80095459982e-13	7.49665399709e-06	0.00263864480443	0.34189054768	0.655463311839
a46	2.0739645711e-14	2.77846119813e-13	1.22721690333e-12	9.21508433236e-06	0.00477826603481	0.326536475893	0.668676043946
a14	3.86187469037e-14	4.25040449938e-13	1.66859690111e-12	1.18481701108e-05	0.0049974542516	0.342604925298	0.652385767982
a8	2.95336425346e-14	2.38988513146e-13	7.2519088037e-13	1.00362488369e-05	0.00251065049053	0.291835708433	0.705643592661
a31	1.02164624115e-14	8.33835064487e-14	2.5431544579e-13	5.87656974563e-06	0.00220480153018	0.277914549478	0.71987475422
</S>	5.35718570575e-15	4.44764265744e-14	1.37671581395e-13	4.70076237282e-06	0.00196709856509	0.240675194739	0.75735297711
