 	non	sapeva	dove	a	stare	</S>
a20	3.3531947e-06	5.31325749e-05	0.3737197147	0.202770485	0.0193139475	0.404139378
a31	5.05260466667e-06	0.000139226531633	0.5731971849	0.249659298333	0.0166191948533	0.160380066667
a37	4.10135611422e-06	0.000132757002388	0.437881241633	0.328309546111	0.0128876599711	0.220784684222
a38	1.41311565674e-06	4.6446419806e-05	0.242296460544	0.477684452037	0.0136443224237	0.266326878074
a31	5.1947603758e-07	1.7814059602e-05	0.146447368848	0.711565694012	0.00764341014123	0.134325204358
a41	1.89113298943e-07	6.189118184e-06	0.063871305396	0.697645998004	0.0177624396137	0.220713903119
a10	6.31073889459e-08	2.08931464565e-06	0.0215108033753	0.395015489335	0.0320152795379	0.551456287706
a20	2.10379062507e-08	6.96464373794e-07	0.00717358504334	0.148132368245	0.0261486995126	0.818544649235
a9	7.0127737615e-09	2.32154854937e-07	0.00240097866036	0.113392167882	0.118580804504	0.765625849745
</S>	3.50642181691e-09	1.16077436581e-07	0.00121497061668	0.151244078941	0.218360752252	0.629180124872
