 	cosa	fa	Anna	il	sabato	mattina	</S>
a46	3.1940605668e-05	0.0002579244704	0.00253494695	0.0067266745	0.395386497	0.555034965	0.040027114
a31	3.61236607227e-05	0.0002584017971	0.00245373250667	0.0460186711667	0.487253559	0.439885565	0.0240939976667
a6	1.62443115099e-05	8.703891156e-05	0.00183971269222	0.112562498389	0.284624593	0.589432421667	0.0114374982222
a31	5.43078742953e-06	2.910908538e-05	0.00147802133414	0.0951028185963	0.347166994333	0.548956950556	0.00726066174073
a37	1.81133363704e-06	9.7118195838e-06	0.000494156620253	0.0337117958321	0.670723751444	0.291382591852	0.00367618036358
a31	6.03790199269e-07	3.23729304681e-06	0.000165125085138	0.0121544405774	0.749241237148	0.235456485617	0.00297889057119
a17	2.01275729718e-07	1.07911587547e-06	5.5299978634e-05	0.00453454074913	0.666977522383	0.325386125206	0.0030452287904
a31	6.70937720975e-08	3.59708588092e-07	1.84478655917e-05	0.00157518414504	0.451170953128	0.543262948402	0.00397200686347
a17	2.23664627556e-08	1.1990602184e-07	6.15940777453e-06	0.000539636931847	0.197045010043	0.797869562801	0.00453944908782
a31	7.45558576589e-09	3.99690471611e-08	2.05379716854e-06	0.000183626914902	0.103914454948	0.891450524267	0.00444928416261
a8	2.48528013777e-09	1.33233777438e-08	6.8493202581e-07	6.15374224473e-05	0.0358156790827	0.959600508089	0.00452159222087
a31	8.2844683907e-10	4.44119827751e-09	2.28409485187e-07	2.06677041708e-05	0.0128052650122	0.981935799363	0.00523802824029
a28	2.76217301766e-10	1.48045568461e-09	7.61734850681e-08	6.90542869883e-06	0.00440493974873	0.990420486454	0.00516759171343
a0	9.2147772522e-11	4.93485816224e-10	2.53943544653e-08	2.31656278251e-06	0.00165435550624	0.995584662151	0.00275864250448
a41	3.07357481548e-11	1.64496385317e-10	8.4833638786e-09	9.77315776837e-07	0.00074196471208	0.99328695405	0.00597005213483
a39	1.02527452374e-11	5.48330982341e-11	2.84381215944e-09	5.22568916279e-07	0.00043107043736	0.976028564683	0.0235397857116
a31	3.42288443175e-12	1.82778275708e-11	9.48216969883e-10	1.78561730783e-07	0.000203979563207	0.940589848228	0.0592059772372
a39	1.14821113586e-12	6.09270999453e-12	3.16189109924e-10	6.01782895843e-08	7.5924202489e-05	0.909027496076	0.0908965157457
a31	3.8995123391e-13	2.03097018159e-12	1.05440663789e-10	2.05762507068e-08	3.3071613543e-05	0.835824098692	0.164142778582
a18	1.33956274593e-13	6.77047625743e-13	3.51771791097e-11	7.4074596476e-09	1.7023806561e-05	0.788381932897	0.211601006194
a31	4.86463797977e-14	2.25773846451e-13	1.17638286732e-11	3.07254970253e-09	1.18020116037e-05	0.685842344299	0.314145832065
a18	2.15326208659e-14	7.53627107837e-14	3.95783766073e-12	1.58473605418e-09	1.08409082846e-05	0.610437214766	0.389551937355
a31	1.25816144886e-14	2.53155869746e-14	1.38178742191e-12	1.16271725139e-09	1.08520052282e-05	0.530610304922	0.469378839118
a39	1.18322220295e-14	8.64239649487e-15	5.1780698797e-13	7.9279132713e-10	9.70339254273e-06	0.455665284974	0.544325006373
a41	1.26567982098e-14	3.03770747496e-15	2.31608683323e-13	1.28896698571e-09	1.75289098476e-05	0.410340904991	0.589641565458
a8	5.96306700327e-15	1.15578898165e-15	1.41976151108e-13	1.5532551619e-09	1.82873549492e-05	0.26208962833	0.737892088486
a31	2.70964866776e-15	4.73212913883e-16	7.80975243693e-14	1.0658891873e-09	1.16958149831e-05	0.181202369443	0.818785942829
a46	2.04281512259e-15	2.43177597961e-16	5.60525144564e-14	9.323204291e-10	1.04308113277e-05	0.152529179814	0.847460380943
a8	2.03968600753e-15	1.41266152654e-16	3.94318471521e-14	8.64185443033e-10	9.99304254257e-06	0.138738633271	0.861251360314
</S>	1.67627350377e-15	9.9100031327e-17	2.8371363576e-14	7.02351571517e-10	7.79027092128e-06	0.127756181636	0.872236030157
