 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.000102916783	0.00048178029	0.00096516043	0.02101855	0.022626005	0.00375170202	0.32946488	0.621588985
a31	6.55033846667e-05	0.000437016623333	0.00984639796333	0.027012339	0.019684707	0.00352935129833	0.313521733333	0.625902931667
a29	4.55150798889e-05	0.000490969981111	0.0141555641544	0.0331816213333	0.08118038	0.00135679201111	0.208757887778	0.660831243889
a46	2.0521573383e-05	0.000259002526037	0.00641201919013	0.0258900632911	0.102979562667	0.00086535389037	0.261910585926	0.601662867963
a11	6.98300905629e-06	9.05010812123e-05	0.00216190328991	0.00876391161237	0.0397357969557	0.000558862758123	0.266206728642	0.682475272654
a20	2.32769159424e-06	3.01874425563e-05	0.000721787011533	0.00293343054689	0.0141532257286	0.000196847391608	0.173357939547	0.808604224218
a8	7.75912707437e-07	1.0136606571e-05	0.000243911661874	0.000979560364063	0.00484825309287	7.67120361027e-05	0.109853643182	0.883987024739
a31	2.61319076978e-07	1.1641309957e-05	0.000311377634958	0.000351778402354	0.00169368441429	0.000259723520034	0.150914964394	0.846456574913
a38	9.00065150593e-08	1.2394963019e-05	0.000359774036986	0.000156134414118	0.000666787264763	0.000324810141345	0.350265484798	0.648214498304
a31	3.13875963198e-08	7.97075403967e-06	0.000321002520995	9.5035864706e-05	0.000289274831588	0.000144042701782	0.445403341599	0.553739282768
a24	1.16956573633e-08	6.17739358089e-06	0.000279109256965	6.0040856007e-05	0.000126569071269	6.95308716803e-05	0.281874373866	0.717584204256
a37	4.03092001443e-09	2.06782556173e-06	9.3375424075e-05	2.00173394077e-05	4.23209250563e-05	2.31860529984e-05	0.211047561289	0.788771514752
a15	1.39943879728e-09	6.91581352177e-07	3.14087440517e-05	6.78858562957e-06	2.02320095788e-05	8.0571900848e-06	0.387114397096	0.612818484917
a31	4.72381003727e-10	2.34323256892e-07	1.09667102239e-05	2.45238728986e-06	1.29351897063e-05	3.0373854416e-06	0.347385534032	0.652584874972
a20	1.70447901076e-10	8.15142819307e-08	4.06002451797e-06	8.9718079362e-07	5.0807642821e-06	1.10718864387e-06	0.316175296344	0.683813478324
a31	6.86176455753e-11	2.76561003769e-08	1.40946164266e-06	3.0719944154e-07	2.2920669567e-06	4.3664865739e-07	0.301534635548	0.698460899441
a37	2.65541050751e-11	9.62659461897e-09	5.12726971553e-07	1.08326007847e-07	8.74985728233e-07	1.53418500897e-07	0.164349115283	0.83564921648
a46	1.26247393917e-11	3.52247099966e-09	2.08327086184e-07	5.64661172823e-08	2.21056132274e-06	5.54409955966e-07	0.140836871761	0.859160088827
a20	4.77462583057e-12	1.35931536222e-09	8.73694037113e-08	3.84421082108e-08	2.56454001125e-06	6.84032518422e-07	0.0889523572537	0.911044279609
a24	1.93011817352e-12	4.55122281017e-10	2.93261766284e-08	1.28228434391e-08	8.5640032449e-07	2.30248870532e-07	0.0488485097012	0.951150376536
a31	6.70855417507e-13	1.51922313169e-10	9.78076066847e-09	4.27486497089e-09	2.85597852894e-07	7.68264645187e-08	0.0172465413837	0.982753072179
a17	2.60105957169e-13	5.1220691843e-11	3.31616994382e-09	1.42727061713e-09	9.62303496213e-08	2.63652270229e-08	0.0133945206612	0.986605317393
a20	1.57946914056e-13	1.78578794643e-11	1.16819662627e-09	4.7790028711e-10	3.30344917004e-08	9.5794880843e-09	0.0150282645537	0.984971672464
a38	9.39601240187e-14	6.47487865143e-12	4.41322143757e-10	1.62899775337e-10	1.32965273935e-08	4.74848547143e-09	0.00991844568457	0.990081510821
a31	4.20186806729e-14	4.92192926381e-12	5.45220074586e-10	9.75792844457e-11	3.03156434645e-08	1.48364086571e-08	0.00606487072819	0.993935070274
a17	3.80525385576e-14	6.1191652546e-12	8.35961708195e-10	8.53367458152e-11	4.74728878215e-08	2.30571825524e-08	0.0057998899094	0.994200040091
a31	3.18434925192e-14	4.62426235153e-12	6.61046972732e-10	4.52806342717e-11	3.28469789405e-08	1.57584107508e-08	0.00476207423647	0.995237883364
a37	2.01956185064e-14	2.60648695051e-12	3.73539627577e-10	2.07925199906e-11	1.57808006468e-08	8.4964864836e-09	0.00291609651216	0.997083901121
</S>	1.97668987532e-14	1.98411432526e-12	2.88624588789e-10	1.28090608453e-11	1.01719848234e-08	6.4731012418e-09	0.00265091950608	0.99734908056
