 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
a33	6.254818425e-07	0.00786744861537	0.002916017	0.0218658709	0.1752745735	0.36482601	0.040441687	0.0607686686	0.326039115
a31	6.27614752167e-07	0.00262255985969	0.00194008326667	0.00781516666667	0.076009712	0.434732053333	0.0924523756667	0.0609985662	0.323428838333
a37	2.19467733069e-07	0.000874211178223	0.00246557385556	0.00348533795556	0.0570358091667	0.298289032111	0.0909254928889	0.0323629704	0.514561346111
a20	7.3227764392e-08	0.000291427758297	0.00261264865185	0.00185890803519	0.110002546389	0.121568035704	0.0381750882963	0.0343520301333	0.691139238704
a28	2.4413547681e-08	9.71447306212e-05	0.00123111456962	0.000760701575063	0.117981987463	0.061449492568	0.0170517242321	0.0268328810444	0.774594879568
a37	8.13786659442e-09	3.23816807033e-05	0.00041363013299	0.000257343668476	0.0603401239543	0.063341240856	0.0123779052107	0.0119151055481	0.851322236523
a18	2.71262255104e-09	1.07939068039e-05	0.000137890187419	8.58202143348e-05	0.0225414645514	0.218619243619	0.0411264204036	0.00424234862737	0.713236045508
a31	9.04977001091e-10	3.59815230725e-06	4.73512158785e-05	2.90468876664e-05	0.0079366114838	0.439212517873	0.164343263468	0.00147871021546	0.386948899503
a0	3.02428315131e-10	1.19956510367e-06	1.71706184615e-05	1.01205249247e-05	0.00297221912793	0.628439019291	0.223346804489	0.000519760630153	0.144693666834
a13	1.0080945159e-10	3.99855044212e-07	5.72414617321e-06	3.37359011908e-06	0.00112267627831	0.738134339764	0.206126058163	0.000177308430051	0.0544301266113
a31	3.36040431639e-11	1.33285025638e-07	1.91735974174e-06	1.12486002005e-06	0.000386896212437	0.508903119255	0.435672886054	6.96418183503e-05	0.0549643138704
a41	1.12022425391e-11	4.44283525745e-08	6.48634700213e-07	3.75300495828e-07	0.000141020330479	0.311044695752	0.631370975351	4.14121527834e-05	0.0574008359568
a24	3.7340858492e-12	1.48094510845e-08	2.16443748018e-07	1.25125010731e-07	5.76034171897e-05	0.379039021917	0.58576071845	2.28125676745e-05	0.0351194733189
a37	1.24469617516e-12	4.93648375219e-09	7.21484763133e-08	4.17084256551e-08	1.92710101932e-05	0.397713393972	0.567293569483	7.62362024617e-06	0.0349659844396
a31	4.1495242844e-13	1.64549466349e-09	2.41714682983e-08	1.3906124607e-08	6.53754951773e-06	0.259541036991	0.524113523161	8.44564002339e-06	0.216330398147
a28	1.38373110039e-13	5.48498314761e-10	8.18012742823e-09	4.63867522892e-09	2.29453566591e-06	0.132122647997	0.580540604387	8.79802343446e-06	0.287325619382
a11	4.61291250519e-14	1.82832826225e-10	2.72797125554e-09	1.54624890019e-09	7.89531065637e-07	0.125147107666	0.701830014796	3.05543705315e-06	0.173019009794
a39	1.53831174132e-14	6.09443343219e-11	9.09617854547e-10	5.15442362775e-10	2.70610702412e-07	0.0959956708887	0.642327938265	1.20075041605e-06	0.261674943265
a46	5.14662279907e-15	2.03149143103e-11	3.04099517382e-10	1.71955324502e-10	1.05287267671e-07	0.0508192846296	0.452460586088	4.77858072202e-06	0.496715267755
a49	1.94706310869e-15	6.77507257336e-12	1.04427953294e-10	5.75385815707e-11	4.88403598903e-08	0.0458423092099	0.489648512029	5.82862577834e-06	0.464503295918
a31	8.81862060897e-16	2.26171512622e-12	3.73520731113e-11	1.93498966869e-11	1.91293907634e-08	0.0410288157366	0.470620620676	2.50940136378e-06	0.488347995306
a33	3.40706028299e-16	7.54393093269e-13	2.30665413838e-11	7.56885171897e-12	1.37731793721e-07	0.0240908352455	0.266433166892	6.45740400213e-05	0.709411265102
</S>	2.16631589149e-16	3.77882373284e-13	2.70834136919e-11	5.34597220948e-12	2.63207306861e-07	0.0255140536227	0.239690863446	0.000127050385011	0.734667782551
