 	ho	finito	di	scrivere	</S>
a38	0.0139239744492	0.03260806888	0.0734776596	0.693771135	0.186219165
a31	0.0139370578881	0.03615299796	0.365994549867	0.382260343333	0.201655043667
a15	0.00465881720831	0.0162321835533	0.467313953289	0.218843402778	0.292951643222
a18	0.00155297748162	0.00604003286777	0.21328566143	0.295015697593	0.484105614407
a31	0.000517667171262	0.00204101583492	0.0839447214767	0.549628339198	0.363868244802
a37	0.000172562304664	0.000690414878873	0.0354214549222	0.773856913066	0.189858668267
a31	5.75209384377e-05	0.000230691125551	0.0118865551441	0.865880287689	0.121944932756
a0	1.91736765451e-05	7.70137026057e-05	0.00400169904903	0.92214825923	0.0737538329187
a31	6.39122751155e-06	2.56993973124e-05	0.00133919744688	0.831264333077	0.16736438964
a18	2.13040922278e-06	8.56702790387e-06	0.000447334211103	0.637536177692	0.362005783213
a31	7.1013641061e-07	2.85574193981e-06	0.000149164059256	0.373113812564	0.626733441071
a39	2.36712138595e-07	9.51919696859e-07	4.9726636745e-05	0.152219501521	0.847729570357
a20	7.89040693377e-08	3.17326489327e-07	1.65875979537e-05	0.0719763991737	0.928006633452
a31	2.63013792386e-08	1.05793612842e-07	5.53899129757e-06	0.0332844330579	0.966709944484
a8	8.76714116498e-09	3.5294692283e-08	1.85685509952e-06	0.020867879686	0.979130234828
a20	2.92273080648e-09	1.18092988197e-08	6.34895574173e-07	0.014228120062	0.985771198276
a31	9.74584156789e-10	3.9563020009e-09	2.22019923391e-07	0.00593492608733	0.994064799425
</S>	4.87297693987e-10	1.98155105695e-09	1.15572765696e-07	0.00394263689366	0.996057199713
