 	forse	non	li	ha	a	casa	</S>
a28	6.846381215e-06	0.00652168115	0.1267666	0.0456365825	0.30740409	0.209200015	0.304464136
a10	2.39994788514e-06	0.00388579151667	0.0967258859333	0.0431109956333	0.51972963	0.227740255	0.108805000333
a31	8.00238564618e-07	0.00140452860756	0.0338735168778	0.0153125220778	0.695941343333	0.210342931667	0.043124329111
a21	2.66998707679e-07	0.000546728527853	0.0132250889259	0.00596503155927	0.786933547778	0.168844090556	0.0244852217037
a37	8.90010679548e-08	0.000221626903018	0.0053772173653	0.00253687050976	0.828022005926	0.143741436852	0.0201007619012
a31	2.96936099289e-08	7.45219455293e-05	0.0018654842911	0.00117137769325	0.901341875309	0.0845026169507	0.0110441155971
a37	9.92427440487e-09	2.49108250109e-05	0.000631335649523	0.000574529275117	0.859257308436	0.134756226984	0.00475571862903
a31	3.31882300319e-09	8.30686806676e-06	0.000210479839817	0.000192990832062	0.549642576145	0.440589165661	0.00935648667634
a37	1.11695716191e-09	2.77221900831e-06	7.01921697398e-05	6.45768253807e-05	0.226057372048	0.753740588554	0.0200644935588
a31	3.73422846947e-10	9.24337904958e-07	2.34003275674e-05	2.15523394719e-05	0.0933243813493	0.818729282851	0.0879004711863
a21	1.25564925686e-10	3.08375273974e-07	7.80301888844e-06	7.19400162397e-06	0.0364140711164	0.84524288095	0.118327719062
a31	4.18748852961e-11	1.02818513381e-07	2.60145366472e-06	2.40086397669e-06	0.0148101207388	0.689725606983	0.295459138354
a20	1.39779027937e-11	3.43045115967e-08	8.67598247405e-07	8.0176810733e-07	0.00552897081293	0.629623202328	0.364846112785
a31	4.65971257379e-12	1.14437204182e-08	2.892608523e-07	2.6835941512e-07	0.00232004078431	0.591369964109	0.406309424262
a37	1.55330270843e-12	3.81522119374e-09	9.64724695337e-08	8.98684506967e-08	0.00111681912144	0.56519264137	0.433690354754
a33	5.1846542319e-13	1.28743112362e-09	3.31623381116e-08	1.19674467946e-07	0.00237280525381	0.656452377123	0.341174691585
</S>	2.60277882795e-13	6.6717099581e-10	1.80852932058e-08	1.94008053973e-07	0.00381602812691	0.593564668561	0.402619135792
