 	non	aveva	da	stare	</S>
a37	0.00603962457275	0.000978004505	0.0667353205	0.324958945	0.6012881
a38	0.00607646939092	0.000996029118333	0.154892880167	0.171184571667	0.666850066667
a24	0.00206319969061	0.000371615278911	0.178120820056	0.0670871566223	0.752357222222
a8	0.00068836004817	0.00012557932727	0.122243130019	0.0263096792741	0.850633240741
a17	0.00022962454814	4.2560685828e-05	0.0809049360063	0.0119105401914	0.906912326914
a31	7.65430747432e-05	1.4219458762e-05	0.0390368853354	0.00620211859713	0.954670222305
a20	2.55148427319e-05	4.74848475173e-06	0.0188596709185	0.00342483113238	0.977685240768
a8	8.50494808338e-06	1.58297220126e-06	0.0063088336225	0.00141509407746	0.992265993589
a31	2.83498369215e-06	5.27764449637e-07	0.00211382574383	0.00072478612582	0.997158027863
a20	9.44995645469e-07	1.76307805682e-07	0.000711592647677	0.000490143815273	0.998797159288
a31	3.14998961672e-07	5.91164054973e-08	0.000238754960992	0.000265865827758	0.999495019763
a8	1.04999989944e-07	1.99845899358e-08	8.1617762264e-05	0.000365944471919	0.999552306588
a31	3.50003262698e-08	6.93028737193e-09	2.90943464347e-05	0.00042988365064	0.999540955529
</S>	1.75001950945e-08	3.48584172597e-09	1.48652068874e-05	0.00027366079532	0.999711407764
