 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.001174353048	0.0170593855	0.209349209	0.34238175	0.29848707	0.131548265
a20	0.00116869896592	0.013852739158	0.197813655667	0.404805283333	0.285361063333	0.0969985883333
a31	0.00039300489556	0.00609984961067	0.440960805222	0.334739171111	0.153757622778	0.0640495587778
a28	0.000134404132635	0.00370149975689	0.605772858407	0.273662567037	0.0810992165927	0.0356294669259
a31	4.76868066603e-05	0.0076256385723	0.604096732802	0.315981022346	0.0512803028642	0.0209686163086
a13	1.87541117374e-05	0.00876453740743	0.463244317601	0.473344587449	0.0428643042881	0.0117635164362
a18	6.25386368618e-06	0.00295358843783	0.215790752434	0.730028795816	0.0453532194294	0.00586745947873
a31	2.08462350592e-06	0.00098454852595	0.072484820038	0.593125157272	0.277621914476	0.0557815288262
a27	6.94874524518e-07	0.000328183472987	0.0241648824903	0.258521276424	0.638506318159	0.0784786782754
a31	2.31624843338e-07	0.000109394494427	0.00805496764556	0.111901748808	0.62289197272	0.257041721425
a20	7.72082814441e-08	3.64648321263e-05	0.00268499298321	0.0405745024693	0.62327724424	0.333426720475
a31	2.57360940613e-08	1.21549442884e-05	0.000894997843364	0.0151494816898	0.564794964747	0.419148343492
a39	8.57869808765e-09	4.05164814845e-06	0.000298332714299	0.00577806126327	0.525336958249	0.468582547831
a31	2.85956609222e-09	1.35054942676e-06	9.9444273439e-05	0.00249899767776	0.494648684083	0.502751495944
a33	9.5318887367e-10	4.50183559047e-07	3.31499342794e-05	0.00249243444925	0.358951246028	0.638522695315
</S>	4.76594689881e-10	2.25092397525e-07	1.65777104984e-05	0.00361940622462	0.423317333014	0.573046422658
