 	lo	sentii	che	arrivò	</S>
a11	0.090438029171	0.14534676	0.164557724	0.1006289525	0.49902856
a31	0.0906169191137	0.15896995	0.0601378083333	0.0545423668333	0.635732986667
a28	0.0303888286194	0.154649590667	0.0235579865444	0.101558909944	0.689844695556
a37	0.0101299695938	0.055466115011	0.0097526774148	0.168965709981	0.755685531852
a20	0.00337665706233	0.0185207762776	0.0036166869616	0.154310293327	0.820175577284
a31	0.00112555390472	0.00630242557785	0.0420822176772	0.122739435776	0.827750325761
a1	0.000375186186297	0.00223034669372	0.0572333305591	0.327448926592	0.61271216192
a0	0.000125062067128	0.00074455993822	0.0217340716364	0.439191272197	0.538204973973
a17	4.16873581704e-05	0.000248532427503	0.0076484423288	0.247655022066	0.744406257991
a31	1.38957861705e-05	8.33865380843e-05	0.0053368401096	0.215507342022	0.779058505997
a0	4.63192987238e-06	2.83230248658e-05	0.00465365633653	0.241573250674	0.753740121999
a46	1.54397784473e-06	9.51414308293e-06	0.00372332941218	0.197224156891	0.799041457333
a31	5.14659379376e-07	3.24136904431e-06	0.00348529187073	0.156155538964	0.840355415778
a18	1.71553509815e-07	1.12015581144e-06	0.00212813869024	0.109216747655	0.888653818593
a31	5.71848854579e-08	4.0075509068e-07	0.00145491191341	0.0678420625517	0.930702572864
a39	1.90617014353e-08	1.57457910427e-07	0.000766493787803	0.0406976995172	0.958535624288
a31	6.35397286465e-09	7.42203876757e-08	0.000515012840268	0.0275368278391	0.971948074763
a46	2.11801628424e-09	4.37611087586e-08	0.000283476724423	0.015476696613	0.984239771588
</S>	1.05904536954e-09	4.92961423793e-08	0.000300952862212	0.0147612623065	0.984937705794
