 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
a33	1.0276876285e-07	5.74560299e-08	3.78115477e-06	7.3748964e-05	0.0021765647	0.5082981295	0.003947367815	0.33569230611	0.149807964065
a31	3.49488434243e-08	1.92124981427e-08	1.27369447243e-06	3.53625286667e-05	0.000999254131667	0.835684009833	0.0013651229254	0.111956882853	0.0499580666087
a46	1.17580217691e-08	6.4259181969e-09	4.55437126577e-07	0.000195438610889	0.000647828908889	0.944306756611	0.000464954332867	0.0377078519937	0.0166767256233
a31	4.29577964303e-09	2.44047443897e-09	2.00335000859e-07	0.000246733655196	0.00075006898963	0.98026665887	0.000168125251956	0.0129785214146	0.0055896923761
a24	1.71265290968e-09	1.09187292542e-09	8.6252166953e-08	9.12481152987e-05	0.00436037471654	0.988893739623	0.000183522510985	0.0044466479882	0.0020243559837
a31	3.65737649986e-08	2.40999741288e-07	1.45880053032e-06	4.41908584329e-05	0.0196729435722	0.972022413208	0.00144958100366	0.00513684006273	0.00167230949457
a37	4.81930494169e-08	3.20969398916e-07	1.91603081301e-06	2.3543396311e-05	0.0261302331907	0.965296684403	0.00177947596455	0.00530188972958	0.00146595022152
a31	3.5551530223e-08	2.45995298125e-07	1.03029494057e-06	1.39936517703e-05	0.0195805487302	0.964954508134	0.00203549765152	0.0110354452852	0.00237870819717
a18	3.13364813842e-08	2.21002660207e-07	7.34493425827e-07	8.57798592343e-06	0.0130976963767	0.969102502711	0.00210723874717	0.0130114597484	0.00267151527906
a31	1.11555626713e-08	8.18027732346e-08	2.65687167579e-07	3.87103774114e-06	0.00549217669223	0.889010934237	0.00212960351239	0.0944285525695	0.00893450997302
a41	4.42838659006e-09	3.54026105206e-08	1.0938002317e-07	2.02995133905e-06	0.00205322069741	0.860709321412	0.00215251097413	0.123873382023	0.011209431591
a31	1.47698831354e-09	1.1805962893e-08	3.64898833269e-08	7.2458060635e-07	0.00071934634957	0.637202570471	0.000942272578043	0.303167178508	0.0579679001303
a21	4.93182369242e-10	3.94041002419e-09	1.21928186784e-08	2.71744324617e-07	0.00024364702929	0.331341166824	0.000730065196014	0.586512432836	0.0811724013768
a31	1.6439900664e-10	1.31347265059e-09	4.06430063657e-09	9.5160702039e-08	8.41380886667e-05	0.210764270775	0.000484258040671	0.608801877612	0.179865345126
a14	5.48024091518e-11	4.37826745349e-10	1.35479204323e-09	3.3486650133e-08	2.81070959989e-05	0.0734905826583	0.000224891825557	0.692772139204	0.233484261709
a31	1.82677168743e-11	1.4594227509e-10	4.51597659926e-10	1.1546993421e-08	9.41666815817e-06	0.0268554932194	0.000126826328519	0.639697823068	0.333310453903
a24	6.0901753676e-12	4.86474554548e-11	1.505332376e-10	6.91677756367e-09	4.84589713792e-06	0.12559860284	0.00029538585284	0.494607934356	0.379493234634
a31	2.03106751893e-12	1.62158368993e-11	5.01782335296e-11	5.76421702122e-09	3.32581800797e-06	0.158696105013	0.000354352353613	0.400096704785	0.440849494878
a10	6.77269552013e-13	5.40529203058e-12	1.67261662523e-11	2.65068648707e-09	1.12231510799e-06	0.0534048105177	0.000349664073871	0.365929344928	0.580315044959
a7	2.25924378418e-13	1.80176900191e-12	5.57541081649e-12	9.6562426569e-10	3.94253431663e-07	0.0182284981026	0.000880200857957	0.473616648309	0.507274274986
a20	7.54751878693e-14	6.00597826884e-13	1.85850813928e-12	5.97164891897e-10	3.05423529554e-07	0.00685460471753	0.0163015068193	0.54785568277	0.428987931662
a31	2.52288908661e-14	2.00205056548e-13	6.1952296936e-13	4.56140484966e-10	2.64571932718e-07	0.00283600095251	0.0209116004854	0.42163572259	0.554616437221
a8	8.43606836837e-15	6.6739003976e-14	2.0652065122e-13	2.54133789322e-10	1.73275747106e-07	0.00141909723084	0.00734643680747	0.24043058253	0.750803712407
a31	2.84274903146e-15	2.22523112667e-14	6.88593379437e-14	1.91020865441e-10	1.44838194369e-07	0.00099675125028	0.00283867190082	0.190671400843	0.805493037469
a33	1.20638657582e-15	7.4929928239e-15	2.36652106716e-14	1.23982477081e-09	5.8795029679e-07	0.00235016639009	0.00145553119861	0.156387126948	0.83980659249
a7	6.8774253194e-16	2.5751182243e-15	8.6281013072e-15	1.59585329027e-09	7.33666601263e-07	0.00275392304003	0.0013962719662	0.172712045649	0.823137044163
a31	2.7598347098e-16	8.65517609933e-16	2.9138307704e-15	5.48498087423e-10	2.46482358421e-07	0.00109031366334	0.0009105433354	0.15902087855	0.838978058054
a23	1.8128981066e-16	2.98509318144e-16	1.03131136813e-15	6.91672053141e-10	4.50927608474e-07	0.00135933959445	0.000963814058467	0.14649075285	0.851185679351
</S>	2.1090743533e-16	1.62427383072e-16	6.01933574065e-16	1.10263137657e-09	7.76526704237e-07	0.00199663944723	0.00144143372923	0.161209726425	0.835351464676
