 	sono	stato	sempre	poveretti	</S>
a20	0.000914001363807	0.006645867899	0.04723542185	0.021539496375	0.923665215
a4	0.000915082866469	0.006658639804	0.0475936054167	0.0215864562483	0.923246215
a31	0.000311290803023	0.00223903218433	0.0189275316056	0.00747870487943	0.971043425
a38	0.000115183358341	0.00075449927611	0.0104505626352	0.00275955696648	0.985920195
a31	4.5073629347e-05	0.00025875757537	0.00660528054507	0.00118519458883	0.991905698333
a7	1.54578556288e-05	9.02587112567e-05	0.00496232541502	0.000585535662943	0.994346412778
a31	5.16489828543e-06	3.23902996522e-05	0.00406682687167	0.000443133714314	0.995452450926
a21	1.73110153588e-06	1.24521809507e-05	0.00270978982389	0.000395654211438	0.996880316975
a20	5.78987108827e-07	4.56450695023e-06	0.00231555707463	0.000474440070479	0.997204822325
a8	1.98489300742e-07	2.19209061674e-06	0.00166441849154	0.00056071251016	0.997772490775
a31	7.1482975614e-08	1.34878067225e-06	0.00124406499718	0.00042383702672	0.998330696925
a33	3.71969565713e-08	8.05354794083e-07	0.00119289109906	0.000334798478907	0.998471485642
a20	2.57218088238e-08	3.60934247361e-07	0.00122579226635	0.000332139686302	0.998441731881
a31	1.26525609079e-08	2.09283322845e-06	0.00297322945545	0.000738052842101	0.99628664396
a7	8.74266630263e-09	2.66179105548e-06	0.00471215691848	0.0007851626507	0.99450003132
a31	9.34910651009e-08	2.60354509783e-06	0.00567243370616	0.00117389665357	0.99315099044
a11	1.288336037e-07	2.62842825594e-06	0.00518272906872	0.00132246956786	0.99349204348
a31	7.51345079e-08	3.79453430865e-06	0.0223186216896	0.00230164793929	0.975375864493
a13	5.21688136333e-08	4.22784570955e-06	0.0284706507632	0.00266485854643	0.968860218164
a18	2.29755015444e-08	1.68392271985e-06	0.0116284583544	0.00123731881548	0.987132532721
a31	1.01384012481e-08	7.5353927395e-07	0.00516428575147	0.000766339128493	0.99406862424
</S>	5.80023572405e-09	4.00714372975e-07	0.00310625547574	0.000519530249246	0.99637381212
