 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a31	1.013671475e-05	3.3845186e-05	0.000108720666	0.002178816112	0.0054150362438	0.0055758126205	0.010804202151	0.00121204602	0.0135227763	0.443377012	0.0597135745	0.0482504405	0.3942612755	0.01553634845
a27	4.61444441735e-06	1.32349185577e-05	4.318986795e-05	0.000729474063043	0.00180748486793	0.00190034329717	0.00362726110767	0.00279927905333	0.0480234354333	0.719044794	0.0594830058333	0.0215388692667	0.134918449213	0.00606660238333
a20	1.53840749328e-06	4.4124282516e-06	1.44412561913e-05	0.000244159856924	0.00062295209911	0.000786071009057	0.00132480733256	0.00413289301778	0.0759662768111	0.722403198	0.116491696278	0.0226883345222	0.051459272451	0.00385998459444
a31	1.50115858457e-06	1.24202289252e-05	7.51509103218e-05	0.00140658460384	0.00192461655204	0.00313717156969	0.00380103478419	0.00800005017259	0.063763347937	0.44440887	0.166722708759	0.111231510841	0.18644977315	0.00906528706481
a37	1.49601749819e-06	1.54033289084e-05	0.000101441580774	0.00189848588128	0.00312142851735	0.0059715381899	0.00654877559473	0.0135436650575	0.0426355796457	0.174151402667	0.179490046253	0.27340184028	0.288519187717	0.0105996908216
a31	9.4106940273e-07	2.47897199028e-05	0.000213282237591	0.00603128897376	0.0107012081725	0.01994672073	0.0257219051982	0.0422392616858	0.0476628462152	0.0789796695557	0.150353846984	0.255753791093	0.342088615906	0.0202818320739
a27	7.5148893091e-07	2.78790254909e-05	0.000247782473364	0.00739218045792	0.0146528725575	0.02964422791	0.0354795017327	0.0608219322286	0.0564400887384	0.0472961071852	0.0820458105613	0.209103208031	0.431486778635	0.025360895358
a37	2.53276299413e-07	9.5975091323e-06	8.62508434213e-05	0.00257332461264	0.0086089393525	0.0311223036367	0.0255664992442	0.107726159076	0.104213396246	0.112458469728	0.0607627275204	0.204726119344	0.317873132878	0.0242728011193
a31	8.4675010301e-08	3.40811348943e-06	4.09590476071e-05	0.00267200496421	0.0112304951175	0.0310007135456	0.0223587904147	0.117353094025	0.109324707749	0.122112400909	0.0238791514068	0.103793358115	0.410236694293	0.0459941270398
a22	2.84577372803e-08	1.38069066314e-06	2.63314385357e-05	0.00277483860807	0.0133050390392	0.0422816911819	0.0196633748049	0.0910632423417	0.0840828882497	0.085501401303	0.0105461997023	0.0683200743717	0.531177391431	0.0512561290133
a31	9.5471781981e-09	5.5335903238e-07	1.37228738452e-05	0.00214893515602	0.0205786290131	0.0510317090606	0.0188107016016	0.0834465967806	0.0770598137499	0.0758311047677	0.00574645967743	0.0522595321239	0.544460840477	0.0686113576711
a20	3.2263898207e-09	2.4900937546e-07	9.51700248173e-06	0.00204888671867	0.022547686671	0.0467224050202	0.0150276712005	0.0772931815935	0.0864525589166	0.117980925923	0.00299621206914	0.0388216493746	0.514610646826	0.0754883862237
a31	1.08867926023e-09	1.2462486082e-07	4.66381626058e-06	0.00117390583956	0.0233655508903	0.0521154060067	0.0155102574002	0.0821688805312	0.0934308169722	0.138273443641	0.00201224895705	0.0321292765249	0.416731728942	0.143083711075
a37	3.70741373077e-10	6.32464692733e-08	2.67133495353e-06	0.000919830433187	0.0269953016301	0.0714628230022	0.0213813068001	0.13855242351	0.108392036324	0.101362619547	0.00076006537635	0.013988024075	0.340483596314	0.175699257025
