 	le	melanzane	vogliono	girate	</S>
a20	0.00111294478395	0.1362966575	0.489321915	0.24722475	0.126043787
a31	0.00113163250698	0.1502208775	0.625938338333	0.0930893825333	0.129619857
a39	0.000396930436159	0.0740944367667	0.603824556111	0.0319784991778	0.289705622333
a41	0.000132318135501	0.0250539871956	0.41069543537	0.0126392980259	0.551478937444
a18	4.41069257795e-05	0.00836405463987	0.202054691857	0.00606732730863	0.783469779148
a28	1.47023209537e-05	0.00278825605366	0.068460064407	0.00270931122288	0.926027629716
a13	4.90077405753e-06	0.000929420081996	0.0228513292807	0.00100244688096	0.975211893239
a14	1.63359142371e-06	0.000309806895213	0.00762567922123	0.000455077146987	0.991607797746
a39	5.44530537997e-07	0.000103269573518	0.00263385856774	0.002017324749	0.995244999249
a31	1.81510292857e-07	3.4424601267e-05	0.00108567586925	0.003297002683	0.995582723083
a6	6.05037063652e-08	1.14765775957e-05	0.000625643626417	0.003653339561	0.995709487694
a20	2.01681135757e-08	3.8263722634e-06	0.000353695393139	0.00303002581367	0.996612432565
a31	6.72271946256e-09	1.27547246234e-06	0.00012005044018	0.00113550892422	0.998743137522
a46	2.24091745564e-09	4.25195213256e-07	4.60474091933e-05	0.000432249241073	0.999521242507
a18	7.46985817231e-10	1.417730144e-07	2.21133001978e-05	0.000206161540358	0.999771550836
a24	2.49143679359e-10	4.7268526145e-08	8.40009037127e-06	8.5783053286e-05	0.999905736945
a31	8.31941458154e-11	1.57622623988e-08	2.82889692442e-06	3.3621589062e-05	0.999963498982
a17	2.7732597718e-11	5.25480100964e-09	1.00965773681e-06	1.33009960207e-05	0.999985652994
a11	9.25557497547e-12	1.76001252115e-09	1.6561440456e-06	1.32017695402e-05	0.999985130998
a20	3.10212915149e-12	6.0538992205e-10	4.6439150152e-06	1.79342735134e-05	0.999977440333
a24	1.21431141783e-12	2.50056278017e-10	4.53801529507e-06	4.71759021711e-05	0.999948296778
a31	5.79074036277e-13	1.2074290438e-10	1.67648433069e-06	5.1445894357e-05	0.999946888926
a37	4.22502995759e-13	7.64586765013e-11	8.14318285897e-07	1.92079757523e-05	0.999979986309
a31	3.70255986686e-13	6.16935375044e-11	5.24718575866e-07	8.0727240641e-06	0.999991375436
a20	7.58807983662e-13	7.36509611721e-11	2.78837539189e-07	4.64285150137e-06	0.999995058479
a31	8.88631562987e-13	7.76410345574e-11	1.96577200206e-07	3.41593289112e-06	0.99999640616
</S>	4.45094584143e-13	3.88345635287e-11	9.8602980818e-08	1.73262203156e-06	0.99999820308
