 	venne	scritto	</S>
a31	0.0007132212	0.6682025	0.33108425
a28	0.00072411265	0.665521543333	0.333754326667
a8	0.00062472132	0.560933007778	0.438442278889
a31	0.000412659333333	0.504726362593	0.494860986296
a20	0.000706074984444	0.637282297531	0.362011623765
a31	0.000766170184815	0.749558899177	0.249674926255
a13	0.000274896619672	0.521964153059	0.477760965418
a29	9.2836699804e-05	0.244119275686	0.755787888473
a39	3.0999787456e-05	0.0923135903287	0.907655409491
a31	1.03408897891e-05	0.0321091746236	0.967880483164
a35	3.44807926491e-06	0.0108989682219	0.989097574388
a31	1.1504317783e-06	0.0038266035893	0.996172238129
</S>	5.75247364937e-07	0.00191913416765	0.998080269065
