 	tutto	il	cibo	vuole	girato	</S>
a31	0.397427376525	0.046310046012	2.72107085e-06	0.4777744205	0.0150568489	0.063428494
a8	0.398898093175	0.0544809326707	2.4239358e-06	0.469522587167	0.0154758075667	0.0616200486667
a31	0.135252789458	0.0315749305569	3.02070198333e-06	0.758500362389	0.0379473401889	0.0367214838889
a29	0.0458999580477	0.0157374162173	3.18698849111e-06	0.880358830796	0.0392300093963	0.018770560163
a20	0.0153007468676	0.00525660700077	1.25924846037e-06	0.955887740265	0.0162802545654	0.007273373721
a39	0.00510091369072	0.00175942826392	5.9218359879e-07	0.974258466755	0.0137205739551	0.00516001837367
a31	0.00170092927139	0.000643774984973	3.57325198263e-07	0.773912078918	0.167505471652	0.0562373914579
a0	0.00056770332101	0.000277796299991	2.58763007421e-07	0.687173516306	0.232429089217	0.0795516198193
a31	0.000191590840283	0.00013774757833	9.29909671403e-08	0.554971280102	0.300585611739	0.14411366594
a24	6.60768307048e-05	8.431857588e-05	3.66231255801e-08	0.239088846367	0.317335797246	0.443424905313
a36	2.20369764121e-05	2.89245239967e-05	1.257463836e-08	0.118190196456	0.139701069749	0.742057725104
a11	7.35664916974e-06	1.03604884821e-05	4.41268618e-09	0.046146762552	0.0660402688397	0.887795241701
a17	2.4522283632e-06	3.45567247993e-06	1.51781702e-09	0.016225122824	0.0220924153896	0.961676580567
a31	8.17413562363e-07	1.15252445254e-06	5.46440584667e-10	0.00561898549467	0.00738715389387	0.986991906856
a6	2.72502435289e-07	3.89722683047e-07	2.21349189556e-10	0.00204204371156	0.00267119430896	0.995286115619
a31	9.08653747688e-08	1.35478215796e-07	1.07166433685e-10	0.00081670795452	0.00110645164965	0.99807661854
a24	3.04860635654e-08	5.6633783712e-08	1.11945703173e-09	0.0126485051355	0.00141209192988	0.985939302847
a6	1.03738133125e-08	3.14780726707e-08	1.46955772824e-09	0.0168991444652	0.00165374445663	0.981447084282
a31	3.475791903e-09	1.19712981069e-08	5.05080857947e-10	0.00597053733707	0.000731629763877	0.993297841427
a46	1.1638811595e-09	4.57765398563e-09	1.71732891416e-10	0.00201310745202	0.000279144879626	0.997707727142
a39	3.93509539167e-10	2.12026839521e-09	6.9350968372e-11	0.00069507382434	0.000110821543642	0.999194059047
a31	1.33998006009e-10	9.33013198737e-10	3.37838007907e-11	0.000246626138813	3.9516574264e-05	0.999713836349
a41	4.6958137423e-11	5.50814243246e-10	1.74109029302e-11	8.97592536377e-05	1.6766175038e-05	0.99989344545
a8	2.0238887941e-11	5.38247601082e-10	1.93125723101e-11	4.21728502126e-05	9.65056017933e-06	0.999948148483
</S>	1.37771699705e-11	4.53222565541e-10	2.2054311155e-11	2.91774146063e-05	5.79761133966e-06	0.999965024241
