 	l	ha	scritta	</S>
a20	0.0306195285341	0.0494259611531	0.85983698	0.060117548
a31	0.030953150178	0.0542826227177	0.79764416	0.117120044333
a35	0.010657113842	0.0229898933079	0.651087846667	0.315265128111
a31	0.00380899568	0.0083865024713	0.663062562222	0.324741975037
a35	0.00188720284333	0.0035707288671	0.867872674074	0.126669400679
a31	0.00099472921031	0.00128190999937	0.938218504691	0.059504849893
a41	0.000331980724693	0.00043175121589	0.938202214897	0.0610340909643
a31	0.000110704570215	0.00014565172979	0.689602021632	0.310141668321
a11	3.69017945617e-05	4.86283374679e-05	0.312705118911	0.687209412774
a18	1.23006011384e-05	1.62107754737e-05	0.10493011217	0.895041450925
a13	4.10020805642e-06	5.40612809517e-06	0.0353618945767	0.964628653642
</S>	2.05011296051e-06	2.70590219374e-06	0.0178261168183	0.982169161821
