 	venne	scritto	</S>
a31	0.9703362	0.0294931425	0.000170631545
a28	0.954309413333	0.0451460965	0.000544489148333
a8	0.939960917778	0.0380420311667	0.0219970694494
a31	0.952193639259	0.0183715802656	0.0294347790165
a20	0.686909503086	0.118733001965	0.194357475539
a31	0.303012937695	0.291036860655	0.405950178513
a13	0.290082242565	0.312869313552	0.397048422838
a29	0.296226080855	0.277231084517	0.426542850946
a39	0.226641490285	0.282549754839	0.490808763649
a31	0.222711386762	0.324929011613	0.452359591216
a35	0.338559772254	0.298875997204	0.362564220405
a31	0.409234290751	0.273867182401	0.316898530135
</S>	0.352637045376	0.3176253262	0.329737650067
