 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a31	0.012511181375	0.0176498153	0.0003953852195	0.00264178805	0.001786765275	0.919031075	0.0264129555	0.0077422373	0.002911967465	0.00326262425	0.00206994085	0.000452725382	0.00137039186	0.00176112515
a20	0.213756989375	0.0116626293	0.000205408486167	0.01657083965	0.00410360640833	0.634326415	0.0285179961667	0.0152364757667	0.0390616736883	0.02594871195	0.00437346438333	0.000512408524	0.00128916702667	0.00443419455
a13	0.344400663125	0.0083264066	0.000186420175389	0.0217734827167	0.00700147046944	0.246199865667	0.0340821087222	0.0445236259222	0.159420209896	0.08816384065	0.00803441546111	0.000891693461333	0.00676269150889	0.0302330881833
a31	0.182730515042	0.0245350630333	0.000314988071796	0.0132819934056	0.0122299644898	0.254972709222	0.102746152907	0.0710001553074	0.182768817632	0.0973443918833	0.0103074918204	0.00175816768711	0.0082047083363	0.0378048833944
a28	0.0667180195473	0.0296168419444	0.000308289453265	0.0110679811352	0.0117223751366	0.327830479741	0.189001637636	0.121909981769	0.148660260211	0.0628240496278	0.0075007454068	0.00195683362904	0.0034621267121	0.0174203841315
a31	0.0287058407158	0.0182442059148	0.000140264910422	0.0561308873784	0.00491437888553	0.405135203247	0.178836665879	0.120233987923	0.127221022404	0.0427610768759	0.0033353768856	0.00124301724301	0.0018298531207	0.0112682140438
a21	0.0146636188719	0.0148923499049	0.000122491350141	0.0695623682795	0.00302361799518	0.445833921082	0.142914618626	0.126521849974	0.148040743135	0.019265500392	0.00158750551187	0.00244080771434	0.00108891689023	0.0100416726813
a31	0.022011517924	0.00699066323497	9.24998693803e-05	0.0266156474132	0.00154607292839	0.525729327027	0.117485796209	0.129008698991	0.148566364712	0.0101440111307	0.00082532115729	0.00280458066811	0.00082515115341	0.0073543114271
a20	0.0245355471747	0.00469535407832	0.000105462419127	0.0122147311357	0.000738755192797	0.688351509009	0.0794439287363	0.0872828653303	0.0903001435707	0.0057382312769	0.00056374257243	0.00212010411937	0.00065012653447	0.0032594703757
a28	0.0138479192582	0.00349876455944	0.000299702733042	0.0041274518619	0.000459121385266	0.75806896967	0.0515332079121	0.0757584691101	0.0764655895236	0.00350425625897	0.00135826535748	0.00297712333979	0.00540051520482	0.00270063665857
a27	0.0135114680861	0.00673190438648	0.00157165701101	0.00161583509597	0.000740423062755	0.786359323223	0.0365767409707	0.0514281380367	0.0627223765079	0.00622358058632	0.00776590148583	0.00835014861326	0.0131422047349	0.00326029461952
a17	0.011735848362	0.0100179624622	0.003245968937	0.00094410382199	0.00116203192092	0.784898174408	0.0312906893236	0.0402860383456	0.059510192836	0.00943231952877	0.0142428258286	0.0144141975378	0.015431926245	0.00338769043984
a4	0.043515112454	0.0149394098207	0.0223258406457	0.00263249390733	0.00307445980697	0.590286304803	0.0386626547745	0.0396622127819	0.0867692082787	0.0532767815096	0.0528805069429	0.0200661071793	0.027234296415	0.00467455381328
a13	0.080611680818	0.0366396842736	0.0553619402152	0.00751952230244	0.0135998226023	0.286793514934	0.0510190159248	0.051016629594	0.127227036093	0.0927680418365	0.109386492314	0.0333964897264	0.0470394414717	0.00762061393776
a31	0.0672570509393	0.0381778465912	0.0582315014051	0.00893108476748	0.0176843603674	0.261612588311	0.0504793893083	0.0514235978647	0.145316298698	0.0784869399455	0.115202527438	0.0517452419088	0.0470109631572	0.00844054354592
a18	0.0386622253131	0.0197932506971	0.0407994884684	0.00609154672249	0.0125770579558	0.218324480104	0.0397204941028	0.0541355972882	0.178451989566	0.140149334649	0.128077222479	0.0719441953029	0.0428424257191	0.00843061991531
