 	non	sono	ancora	vestita	</S>
a31	0.0859471075	0.07798113015	0.097385655	0.47628315	0.262402965
a23	0.130753374167	0.0272571139808	0.205438651667	0.427629986667	0.208920875
a31	0.398864914722	0.0142723278244	0.241845000556	0.214454878222	0.130562856
a7	0.424198614907	0.0100322231915	0.233857623519	0.152769248741	0.179142279667
a31	0.401372301636	0.00349416443383	0.276039234506	0.128269339914	0.190825004222
a13	0.424809530545	0.0413912589313	0.259564101502	0.153063183638	0.121171962407
a31	0.299750510182	0.0552334415104	0.221611333834	0.293103667879	0.130301040802
a37	0.264731040061	0.14534763037	0.228548137945	0.262013972626	0.0993592102673
a18	0.23444061002	0.25068881679	0.239127829315	0.160696680875	0.115046026756
a31	0.222735520007	0.211609022263	0.197850649772	0.209141526958	0.158663222252
a46	0.200564873336	0.177545417421	0.181097349924	0.253056742319	0.187735594084
a8	0.197946231112	0.178980285807	0.184230159975	0.23225869744	0.206584618028
</S>	0.198881325556	0.185888672904	0.188828354988	0.22069833872	0.205703294014
