 	mi	sono	vestito	</S>
a39	0.89892415	0.0573008981158	0.029714152	0.014060731095
a11	0.96337125	0.0191046901731	0.0125912014667	0.00493277142833
a13	0.95897845	0.00655445804837	0.0104180619556	0.0240489531428
a18	0.788472793333	0.00438296314946	0.116985082652	0.0901591077143
a31	0.476402514444	0.00672458891649	0.309364150884	0.207508709238
a37	0.468947578148	0.0215689416388	0.293811566961	0.215671931413
a15	0.521284402716	0.167725292546	0.18949992232	0.121490412804
a31	0.446712644239	0.250884030849	0.17800677744	0.124396568268
a46	0.391145911413	0.274941780283	0.17391447248	0.159997842756
a31	0.304830800471	0.308377220094	0.19801642416	0.188775530919
a20	0.28234438349	0.274114653365	0.223666658053	0.21987428364
a31	0.26661948783	0.266624981122	0.234998226018	0.231757294547
</S>	0.268556808915	0.253113265561	0.239866098009	0.238463817273
